SeqCluster,Prot_AC,score,RecName
CK_00038476,B2C6F2,0.997099995613098,Protein ISD11;
CK_00038610,P02882,0.9965000152587892,Monellin chain B;
CK_00038830,C0H3T2,0.9957000017166138,Uncharacterized protein YczK;
CK_00039199,P80655,0.9951000213623048,Tetrahydromethanopterin S-methyltransferase subunit B;
CK_00039304,Q9JMR3,0.995299994945526,UPF0401 protein YubL;
CK_00039380,Q13166,0.9961000084877014,CATR tumorigenic conversion 1 protein;
CK_00040345,Q3AZJ0,0.995299994945526,DNA-directed RNA polymerase subunit omega 
CK_00042998,Q8X4G6,0.9958000183105468,Uncharacterized protein YobH;
CK_00046118,A1TRM6,0.9965999722480774,Probable Fe(2+)-trafficking protein 
CK_00046785,Q9PQZ3,0.9950000047683716,Uncharacterized protein UU151;
CK_00047363,Q8TGN0,0.9954000115394592,Putative uncharacterized protein YKL156C-A;
CK_00047566,Q8K459,0.8005216582163328,Peroxisomal testis-specific protein 1;
CK_00047919,O13886,0.9955999851226808,Uncharacterized protein C823.02;
CK_00048043,P44179,0.995199978351593,Uncharacterized protein HI_1404;
CK_00048951,O83302,0.9950000047683716,Uncharacterized protein TP_0278;
CK_00048960,P0DQF8,0.9955000281333924,U-scoloptoxin(23)-Er2a 
CK_00050017,P20412,0.9951000213623048,Giant hemoglobin AI chain;
CK_00050390,Q33300,0.9954000115394592,Photosystem II reaction center protein Z 
CK_00050772,P23012,0.9954000115394592,Ribulose bisphosphate carboxylase small subunit 
CK_00051743,Q9ZDJ7,0.995299994945526,Uncharacterized protein RP331;
CK_00052533,Q115B5,0.9961000084877014,Photosystem I reaction center subunit IX 
CK_00053639,B4SS10,0.9955999851226808,Probable Fe(2+)-trafficking protein 
CK_00053918,Q6CWM9,0.9957000017166138,Biogenesis of lysosome-related organelles complex 1 subunit BLS1;
CK_00054200,Q8K459,0.8612075604771618,Peroxisomal testis-specific protein 1;
CK_00055029,P24475,0.9954000115394592,Antiviral protein GAP-31;
CK_00055957,Q03YQ1,0.996399998664856,UPF0297 protein LEUM_0557 
CK_00000032,Q85FK6,0.9962999820709229,Cytochrome b559 subunit beta 
CK_00000272,Q0IDK0,0.9994999766349792,Photosystem II reaction center protein J 
CK_00000463,A3PAX2,1.0,Photosystem II reaction center protein H 
CK_00001646,P64521,0.995299994945526,Uncharacterized protein YeeT;
CK_00002610,Q3MGF7,0.9950000047683716,NAD(P)H-quinone oxidoreductase subunit M 
CK_00033190,Q3AJ96,0.9986000061035156,Large ribosomal subunit protein bL33B 
CK_00034429,Q5H7N6,0.996399998664856,Cecropin-P2;
CK_00034549,P85527,0.9950000047683716,Myosuppressin;
CK_00034776,Q75JK6,0.9965000152587892,"ATP synthase subunit epsilon', ' mitochondrial "
CK_00034868,P0C0X9,0.995199978351593,Light-harvesting protein B-875 alpha chain;
CK_00035497,O83302,0.9951000213623048,Uncharacterized protein TP_0278;
CK_00035721,P38437,0.8312429043995095,Uncharacterized protein in miaA 5'region;
CK_00036630,P07048,0.995199978351593,Cryptic plasmid protein A;
CK_00036758,Q4L6W4,0.995199978351593,UPF0297 protein SH1302 
CK_00037218,Q9MUM6,0.9951000213623048,Uncharacterized 7.4 kDa protein in ndhF-psbD intergenic region;
CK_00038876,Q60322,0.9069162127207092,Uncharacterized IS-like element protein MJ0016/MJ1621.1;
CK_00039004,P18268,0.9966999888420104,Indole-3-glycerol phosphate synthase;
CK_00039650,Q8K459,0.8038193309945108,Peroxisomal testis-specific protein 1;
CK_00040679,P53182,0.8083081842525672,Putative uncharacterized protein YGL041C;
CK_00042176,P44179,0.9955999851226808,Uncharacterized protein HI_1404;
CK_00042995,P39430,0.995299994945526,Inosine/xanthosine triphosphatase 
CK_00042996,Q1XD97,0.9951000213623048,Cytochrome b559 subunit beta 
CK_00043059,Q96IR3,0.9958000183105468,Putative uncharacterized protein MGC15705;
CK_00044358,Q5WFM7,0.9951000213623048,UPF0435 protein ABC2298 
CK_00044545,Q46HW5,0.9957000017166138,Photosystem II reaction center X protein 
CK_00044827,Q5H7N6,0.9951000213623048,Cecropin-P2;
CK_00045057,A7TRI3,0.9958000183105468,Nucleolar protein SWM2;
CK_00045411,P44954,0.9966999888420104,UPF0270 protein HI_0956;
CK_00045474,P48106,0.9951000213623048,Photosystem II reaction center protein I 
CK_00046029,P85438,0.9950000047683716,Acetyl-CoA carboxylase;
CK_00046130,P16312,0.995199978351593,Peptidase 1;
CK_00046140,P30880,0.9958999752998352,Calcitonin gene-related peptide 1;
CK_00046662,Q31MH9,0.9954000115394592,DNA-directed RNA polymerase subunit omega 
CK_00047227,O29734,0.9965000152587892,Uncharacterized protein AF_0516;
CK_00047571,P13964,0.9954000115394592,Protein KleA;
CK_00047707,P0DPO7,0.9954000115394592,Protein YneP 
CK_00048684,C0H464,0.9955999851226808,Uncharacterized membrane protein YrzT;
CK_00048856,O31697,0.9957000017166138,Uncharacterized protein YkzF;
CK_00049263,P44954,0.9959999918937684,UPF0270 protein HI_0956;
CK_00049477,O32276,0.995299994945526,Protein usd;
CK_00049968,A0A023PXQ9,0.8341888732322502,Putative uncharacterized membrane protein YMR316C-B 
CK_00050302,Q3E740,0.9955000281333924,Uncharacterized protein YGL258W-A;
CK_00050692,P35006,0.995299994945526,Uncharacterized 7.3 kDa protein in petA 5'region;
CK_00050731,Q2YC32,0.9957000017166138,Probable Fe(2+)-trafficking protein 
CK_00051573,P72673,0.9950000047683716,Thylakoid-associated protein slr0729;
CK_00051739,Q8TGM2,0.9151558501295084,Putative uncharacterized protein YLR347W-A;
CK_00051913,Q1WT33,0.9958000183105468,UPF0297 protein LSL_1110 
CK_00052086,C0H3T2,0.995199978351593,Uncharacterized protein YczK;
CK_00052624,Q2RNI5,0.9958999752998352,N(2)-fixation sustaining protein CowN;
CK_00052944,P44059,0.995199978351593,Uncharacterized protein HI_0843;
CK_00053225,Q96253,0.9959999918937684,"ATP synthase subunit epsilon', ' mitochondrial;"
CK_00053859,Q5WRL1,0.9950000047683716,Large ribosomal subunit protein mL41 
CK_00054039,P69068,0.9951000213623048,Calcitonin-2;
CK_00054637,Q9P7R6,0.9958999752998352,Uncharacterized protein C211.05;
CK_00054897,O28942,0.9950000047683716,Uncharacterized protein AF_1327;
CK_00004211,C0H463,0.9959999918937684,Uncharacterized membrane protein YrzS;
CK_00005797,P64525,0.9951000213623048,Toxin CbtA;
CK_00033198,E8RMD3,0.9958000183105468,Astexin-1 
CK_00034560,P53182,0.8826083121661661,Putative uncharacterized protein YGL041C;
CK_00035527,P71622,0.9950000047683716,Antitoxin VapB22;
CK_00035914,Q8K459,0.8688632165878296,Peroxisomal testis-specific protein 1;
CK_00036130,Q2JXT8,0.9950000047683716,DNA-directed RNA polymerase subunit omega 
CK_00037146,Q50438,0.9959999918937684,Pyrroloquinoline-quinone synthase;
CK_00037606,Q09MB5,0.995199978351593,Putative uncharacterized protein ycf15;
CK_00038279,Q9ZE85,0.9957000017166138,Uncharacterized protein RP061;
CK_00039628,P73891,0.9968000054359436,Phycobilisome degradation protein NblA homolog 1;
CK_00040071,Q8M9Z3,0.996399998664856,Photosystem II reaction center protein H 
CK_00041565,P14661,0.9951000213623048,Cecropin-P1;
CK_00041757,B6EMT9,0.996999979019165,Probable Fe(2+)-trafficking protein 
CK_00041984,Q8K459,0.821940478199501,Peroxisomal testis-specific protein 1;
CK_00042873,P85527,0.9955999851226808,Myosuppressin;
CK_00043010,C0H3S3,0.9951000213623048,Uncharacterized protein YwzD;
CK_00043111,O31964,0.9955000281333924,SPbeta prophage-derived uncharacterized protein YomT;
CK_00043216,P55599,0.9955999851226808,Uncharacterized protein y4oN;
CK_00043290,Q3E740,0.9962999820709229,Uncharacterized protein YGL258W-A;
CK_00043368,Q9ZDJ7,0.9959999918937684,Uncharacterized protein RP331;
CK_00043651,P55597,0.995199978351593,Uncharacterized protein y4oL;
CK_00043688,P13476,0.9965999722480774,Colicin-E5 immunity protein;
CK_00043805,Q8TGS2,0.9951000213623048,Uncharacterized protein YOL019W-A;
CK_00045249,P25015,0.9954000115394592,UPF0460 protein in nifX 3'region;
CK_00045274,Q54C00,0.9951000213623048,Putative uncharacterized protein DDB_G0293310;
CK_00046442,Q7V054,0.995199978351593,DNA-directed RNA polymerase subunit omega 
CK_00046661,Q2W6Y4,0.9959999918937684,N(2)-fixation sustaining protein CowN 
CK_00046747,Q8K459,0.8553120001082419,Peroxisomal testis-specific protein 1;
CK_00046919,Q9MUM6,0.9957000017166138,Uncharacterized 7.4 kDa protein in ndhF-psbD intergenic region;
CK_00047835,Q1XDC1,0.9962000250816344,Uncharacterized protein ycf18;
CK_00048223,Q8TGS6,0.9955999851226808,Uncharacterized protein YMR242W-A;
CK_00049223,P58728,0.996399998664856,Uncharacterized protein At4g14342;
CK_00051109,Q96IR3,0.9955999851226808,Putative uncharacterized protein MGC15705;
CK_00051556,A8MGV3,0.9954000115394592,Sec-independent protein translocase protein TatA 
CK_00053263,P0DQF8,0.995199978351593,U-scoloptoxin(23)-Er2a 
CK_00053720,P73891,0.9955000281333924,Phycobilisome degradation protein NblA homolog 1;
CK_00054154,B1Y3G7,0.9955999851226808,Probable Fe(2+)-trafficking protein 
CK_00054743,P38437,0.852149990803003,Uncharacterized protein in miaA 5'region;
CK_00055832,P20412,0.9962999820709229,Giant hemoglobin AI chain;
CK_00001168,P72575,0.9950000047683716,Photosystem II reaction center protein X 
CK_00002155,Q02WC9,0.9962999820709229,UPF0346 protein LACR_2287 
CK_00004213,P58511,0.995299994945526,Small integral membrane protein 11 
CK_00008499,Q2RHZ4,0.995199978351593,UPF0297 protein Moth_1643 
CK_00033775,Q2JS34,0.9950000047683716,Cytochrome b559 subunit alpha 
CK_00034995,A8FFM8,0.9957000017166138,UPF0297 protein BPUM_2379 
CK_00035002,Q8K459,0.8494651318751814,Peroxisomal testis-specific protein 1;
CK_00036156,P0C234,0.9954000115394592,Calcitonin 
CK_00036961,Q9PQZ7,0.9965000152587892,Uncharacterized protein UU147;
CK_00037905,C0H3T2,0.9958999752998352,Uncharacterized protein YczK;
CK_00038090,P20412,0.995299994945526,Giant hemoglobin AI chain;
CK_00038274,P53182,0.8630882670418742,Putative uncharacterized protein YGL041C;
CK_00038654,P0AEV8,0.9962999820709229,Formate hydrogenlyase maturation protein HycH;
CK_00040098,A5GWH9,0.9955000281333924,Photosystem II reaction center protein I 
CK_00040178,O13555,0.8459531619196419,Uncharacterized protein JIP3;
CK_00041584,B9KUI2,0.9961000084877014,N(2)-fixation sustaining protein CowN 
CK_00043073,P0DUJ9,0.9958999752998352,Antimicrobial protein PcfHb 
CK_00043291,Q9MUM6,0.9950000047683716,Uncharacterized 7.4 kDa protein in ndhF-psbD intergenic region;
CK_00043310,P83540,0.899208239711065,GMP synthase [glutamine-hydrolyzing];
CK_00045129,Q2YC32,0.9955999851226808,Probable Fe(2+)-trafficking protein 
CK_00045360,A4G419,0.9954000115394592,Probable Fe(2+)-trafficking protein 
CK_00045381,O31878,0.9965999722480774,SPbeta prophage-derived uncharacterized protein YosK;
CK_00045458,O28825,0.9958000183105468,Uncharacterized protein AF_1447;
CK_00047513,P68359,0.9950000047683716,COP9 signalosome complex subunit 4;
CK_00048787,B5EPX1,0.9954000115394592,Probable Fe(2+)-trafficking protein 
CK_00048973,P55369,0.9955999851226808,Uncharacterized protein y4bB/y4pI;
CK_00049353,A8FB03,0.9969000220298768,UPF0435 protein BPUM_0734 
CK_00049402,Q8K459,0.8538538064500614,Peroxisomal testis-specific protein 1;
CK_00049651,Q56K13,0.995299994945526,Splicing factor 3B subunit 5;
CK_00050533,Q8TGM2,0.8420943722204015,Putative uncharacterized protein YLR347W-A;
CK_00050813,P39430,0.9958000183105468,Inosine/xanthosine triphosphatase 
CK_00051554,C7U330,0.995299994945526,Mating-type M-specific polypeptide Mi;
CK_00052243,P92562,0.9957000017166138,Uncharacterized mitochondrial protein AtMg01310;
CK_00052970,A6X969,0.9950000047683716,Putative uncharacterized protein C806.11;
CK_00055120,P11907,0.9969000220298768,Uncharacterized 11.1 kDa protein;
CK_00001205,Q7U4J2,0.9998999834060668,Large ribosomal subunit protein uL29 
CK_00002140,C5D4Z2,0.9958000183105468,UPF0297 protein GWCH70_2489 
CK_00002637,Q1CB93,0.996399998664856,Probable Fe(2+)-trafficking protein 
CK_00004008,P46332,0.995199978351593,Uncharacterized protein YxcA;
CK_00007064,P10396,0.9955000281333924,Replication initiation protein;
CK_00034039,Q318W1,0.995299994945526,DNA-directed RNA polymerase subunit omega 
CK_00035284,A5A624,0.8010087786402416,Uncharacterized protein DinQ;
CK_00037581,Q13166,0.995299994945526,CATR tumorigenic conversion 1 protein;
CK_00037756,P53182,0.8167723098360824,Putative uncharacterized protein YGL041C;
CK_00037890,Q28934,0.9954000115394592,Islet amyloid polypeptide;
CK_00039345,P30880,0.9957000017166138,Calcitonin gene-related peptide 1;
CK_00040765,Q9WXD8,0.9955999851226808,Protein PufQ;
CK_00041089,Q5FLW5,0.9955000281333924,UPF0297 protein LBA0418 
CK_00042772,P55597,0.9962999820709229,Uncharacterized protein y4oL;
CK_00043148,Q8TGS2,0.9955000281333924,Uncharacterized protein YOL019W-A;
CK_00043815,P13636,0.9958000183105468,Pepsin A;
CK_00045135,Q9MUM6,0.996399998664856,Uncharacterized 7.4 kDa protein in ndhF-psbD intergenic region;
CK_00046126,Q8TGN0,0.9951000213623048,Putative uncharacterized protein YKL156C-A;
CK_00046152,P75675,0.9957000017166138,Putative uncharacterized protein YkfJ;
CK_00046842,P83960,0.8277602288608641,Alpha-benincasin;
CK_00047481,Q41898,0.9954000115394592,"ATP synthase subunit epsilon', ' mitochondrial;"
CK_00047590,Q55GM9,0.9958999752998352,Putative uncharacterized protein DDB_G0268290;
CK_00048422,Q8K925,0.995299994945526,Probable Fe(2+)-trafficking protein 
CK_00048460,A8FFM8,0.9966999888420104,UPF0297 protein BPUM_2379 
CK_00050610,A8FFM8,0.996399998664856,UPF0297 protein BPUM_2379 
CK_00051802,Q8X7P0,0.9957000017166138,Uncharacterized protein YkfJ;
CK_00054268,P55408,0.9950000047683716,Probable transcriptional repressor TraM;
CK_00054325,O78422,0.9958000183105468,Small ribosomal subunit protein cS23 
CK_00054646,P53182,0.8147653877182961,Putative uncharacterized protein YGL041C;
CK_00054892,C6BQP8,0.9955000281333924,Flagellar transcriptional regulator FlhD 
CK_00055013,Q5H7N6,0.9962999820709229,Cecropin-P2;
CK_00001101,Q7V054,0.9990000128746032,DNA-directed RNA polymerase subunit omega 
CK_00002318,P64457,0.995199978351593,Uncharacterized protein YdcY;
CK_00003179,P85938,0.9955000281333924,14-3-3-like protein 1 
CK_00006288,Q48864,0.9954000115394592,Sakacin-A immunity factor;
CK_00033672,B8HX52,0.9955000281333924,NAD(P)H-quinone oxidoreductase subunit O 
CK_00038542,Q24733,0.9951000213623048,Actin;
CK_00039450,P73891,0.9962999820709229,Phycobilisome degradation protein NblA homolog 1;
CK_00039791,P55527,0.9951000213623048,Uncharacterized protein y4kG;
CK_00039910,G2TRN4,0.9950000047683716,Enhancer of rudimentary homolog 1 
CK_00040184,Q9ZDJ7,0.995199978351593,Uncharacterized protein RP331;
CK_00040793,P0CL57,0.9951000213623048,Probable antitoxin MazE1 
CK_00040966,Q9CQF8,0.9959999918937684,Large ribosomal subunit protein mL63 
CK_00043104,O57414,0.9951000213623048,Rho GTPase-activating protein 6;
CK_00043158,P55597,0.9955999851226808,Uncharacterized protein y4oL;
CK_00043434,P44059,0.9958999752998352,Uncharacterized protein HI_0843;
CK_00043697,P38437,0.9052869794399924,Uncharacterized protein in miaA 5'region;
CK_00044200,P73891,0.995299994945526,Phycobilisome degradation protein NblA homolog 1;
CK_00048319,Q3E778,0.995199978351593,Uncharacterized protein YBR196C-B;
CK_00049377,P13660,0.8403811180077838,Mobilization protein MbeD;
CK_00050727,P38437,0.887752218259859,Uncharacterized protein in miaA 5'region;
CK_00051692,P24262,0.8193512862832648,Sucrose porin;
CK_00052421,P37843,0.9962000250816344,Light-independent protochlorophyllide reductase subunit B;
CK_00052438,P38437,0.9105126914806654,Uncharacterized protein in miaA 5'region;
CK_00052638,A8GJ49,0.9955000281333924,Probable Fe(2+)-trafficking protein 
CK_00053248,Q9CQF8,0.9959999918937684,Large ribosomal subunit protein mL63 
CK_00001506,O31959,0.995199978351593,SPbeta prophage-derived uncharacterized protein YomY;
CK_00002941,P73891,0.9962000250816344,Phycobilisome degradation protein NblA homolog 1;
CK_00003240,Q212F4,0.9957000017166138,N(2)-fixation sustaining protein CowN 
CK_00034121,Q8K459,0.8517440281925204,Peroxisomal testis-specific protein 1;
CK_00034191,Q5H7N6,0.9957000017166138,Cecropin-P2;
CK_00034261,Q54NK2,0.9957000017166138,Putative uncharacterized protein DDB_G0285187;
CK_00035352,P64525,0.9957000017166138,Toxin CbtA;
CK_00035462,B2I4S5,0.9955999851226808,Probable Fe(2+)-trafficking protein 
CK_00035517,Q8K459,0.8926383653279686,Peroxisomal testis-specific protein 1;
CK_00036248,Q6ENE5,0.9959999918937684,Photosystem II reaction center protein H 
CK_00036406,Q9MUM6,0.996999979019165,Uncharacterized 7.4 kDa protein in ndhF-psbD intergenic region;
CK_00038165,Q54C00,0.9958000183105468,Putative uncharacterized protein DDB_G0293310;
CK_00038658,P0DQF8,0.995199978351593,U-scoloptoxin(23)-Er2a 
CK_00039343,Q7NSR4,0.9955999851226808,Probable Fe(2+)-trafficking protein 
CK_00039633,Q47719,0.9961000084877014,Putative protein YjhV;
CK_00039881,Q3JY54,0.9955999851226808,Flagellar transcriptional regulator FlhD 
CK_00040641,E8RMD3,0.995199978351593,Astexin-1 
CK_00043332,B3EWP2,0.9955999851226808,Hyaluronidase CdtHya1;
CK_00043506,O31697,0.9950000047683716,Uncharacterized protein YkzF;
CK_00043933,P13476,0.995199978351593,Colicin-E5 immunity protein;
CK_00044411,P39430,0.9957000017166138,Inosine/xanthosine triphosphatase 
CK_00045791,O34700,0.9955000281333924,Uncharacterized protein YebG;
CK_00046411,Q9CQF8,0.9954000115394592,Large ribosomal subunit protein mL63 
CK_00046928,B0RRL3,0.9950000047683716,Probable Fe(2+)-trafficking protein 
CK_00048617,Q8TGS2,0.9954000115394592,Uncharacterized protein YOL019W-A;
CK_00049068,Q8TGS2,0.9966999888420104,Uncharacterized protein YOL019W-A;
CK_00050513,P64545,0.995299994945526,Protein YfgG;
CK_00051185,Q2JUV4,0.995199978351593,Photosystem II reaction center protein H 
CK_00051597,P92535,0.995299994945526,Uncharacterized mitochondrial protein AtMg01010;
CK_00052361,O29734,0.9955000281333924,Uncharacterized protein AF_0516;
CK_00053377,Q55BF5,0.9951000213623048,Splicing factor 3B subunit 5;
CK_00053546,A5A627,0.8194054723117539,Small toxic protein TisB;
CK_00053611,P46332,0.9959999918937684,Uncharacterized protein YxcA;
CK_00054417,P10396,0.9951000213623048,Replication initiation protein;
CK_00055471,Q5XC71,0.9962000250816344,Probable tautomerase M6_Spy0857;
CK_00056005,Q8K459,0.8986155038447379,Peroxisomal testis-specific protein 1;
CK_00057431,Q31MH9,0.996999979019165,DNA-directed RNA polymerase subunit omega 
CK_00002432,P9WJ37,0.9954000115394592,Putative antitoxin VapB29;
CK_00003918,B2X1X7,0.9958999752998352,Photosystem II reaction center protein L 
CK_00004101,B8DCF0,0.9954000115394592,UPF0223 protein LMHCC_1569 
CK_00005121,P09427,0.9951000213623048,Protein NifT;
CK_00006997,Q31MH9,0.995299994945526,DNA-directed RNA polymerase subunit omega 
CK_00008251,A1SRX1,0.9950000047683716,Probable Fe(2+)-trafficking protein 
CK_00008438,P0C234,0.9954000115394592,Calcitonin 
CK_00009133,P9WLU2,0.9951000213623048,Antitoxin VapB11;
CK_00033229,Q31MH9,0.9966999888420104,DNA-directed RNA polymerase subunit omega 
CK_00033408,P84341,0.9951000213623048,C-phycocyanin beta subunit;
CK_00033791,Q3E740,0.9965000152587892,Uncharacterized protein YGL258W-A;
CK_00033908,Q2RNI5,0.9958000183105468,N(2)-fixation sustaining protein CowN;
CK_00036200,A6T8S6,0.8432865116367338,Spermidine export protein MdtI 
CK_00036368,P40738,0.9968000054359436,Protein YxxE;
CK_00036944,Q96IR3,0.9954000115394592,Putative uncharacterized protein MGC15705;
CK_00037376,Q06450,0.9965000152587892,"ATP synthase subunit epsilon', ' mitochondrial;"
CK_00038546,Q60189,0.9950000047683716,V-type ATP synthase subunit G;
CK_00038853,P38476,0.9957000017166138,Uncharacterized mitochondrial protein ymf34;
CK_00040519,Q9PC73,0.9961000084877014,Probable Fe(2+)-trafficking protein 
CK_00041687,B3EWP2,0.9957000017166138,Hyaluronidase CdtHya1;
CK_00041776,Q1ECJ7,0.995199978351593,Actin-related protein 2/3 complex subunit 3;
CK_00042832,B0RRL3,0.9965999722480774,Probable Fe(2+)-trafficking protein 
CK_00042972,A5J277,0.9958000183105468,Putative uncharacterized protein ycf15;
CK_00044021,P75973,0.9962999820709229,Uncharacterized protein YmfJ;
CK_00045424,O43137,0.9955999851226808,Uncharacterized protein YBR085C-A;
CK_00046597,Q8K459,0.8578082145264432,Peroxisomal testis-specific protein 1;
CK_00048225,P0DQF8,0.9950000047683716,U-scoloptoxin(23)-Er2a 
CK_00048284,Q2QD69,0.9954000115394592,Photosystem I reaction center subunit IX 
CK_00048411,P0DMT0,0.9965000152587892,Myoregulin 
CK_00049791,P68395,0.9961000084877014,COP9 signalosome complex subunit 7;
CK_00050562,Q03382,0.9955000281333924,Uncharacterized 6.8 kDa protein in fosB 5'region;
CK_00050983,Q55GM9,0.9965000152587892,Putative uncharacterized protein DDB_G0268290;
CK_00051067,Q9XVR8,0.9955999851226808,Putative H/ACA ribonucleoprotein complex subunit 3;
CK_00051235,Q8GED8,0.9957000017166138,Protein AlbB;
CK_00051574,P55369,0.9957000017166138,Uncharacterized protein y4bB/y4pI;
CK_00052081,Q8K459,0.8301687201493166,Peroxisomal testis-specific protein 1;
CK_00052325,P92562,0.9959999918937684,Uncharacterized mitochondrial protein AtMg01310;
CK_00052528,Q31652,0.9955999851226808,Cytochrome b;
CK_00052626,O26326,0.9961000084877014,UPF0058 protein MTH_224;
CK_00053496,P55528,0.9958999752998352,Probable toxin y4kH 
CK_00053836,O57414,0.9957000017166138,Rho GTPase-activating protein 6;
CK_00053907,Q6X5U1,0.9950000047683716,Small polypeptide DEVIL 2 
CK_00054569,P20412,0.9954000115394592,Giant hemoglobin AI chain;
CK_00056467,A0A0H3PIP6,0.9957000017166138,Immunity protein CdiI-1;
CK_00000844,A3PCY9,0.9998999834060668,Small ribosomal subunit protein bS18 
CK_00001639,O32015,0.9965999722480774,Uncharacterized protein YqzF;
CK_00001856,P9WLB9,0.9954000115394592,Uncharacterized protein Rv2312;
CK_00002233,P11907,0.995199978351593,Uncharacterized 11.1 kDa protein;
CK_00034329,J3QM76,0.995199978351593,Coiled-coil domain-containing protein 179;
CK_00034768,B5EPX1,0.9968000054359436,Probable Fe(2+)-trafficking protein 
CK_00035220,Q8PJH7,0.9959999918937684,Probable Fe(2+)-trafficking protein 
CK_00035791,Q5H7N6,0.9958999752998352,Cecropin-P2;
CK_00036445,P86209,0.9955999851226808,F-actin-capping protein subunit beta 
CK_00037264,P0C1V3,0.9962000250816344,Putative uncharacterized protein YAL016C-B;
CK_00038980,P53182,0.962963676826277,Putative uncharacterized protein YGL041C;
CK_00039351,A4VRX0,0.9962999820709229,Probable Fe(2+)-trafficking protein 
CK_00039539,O83253,0.9950000047683716,Uncharacterized protein TP_0224;
CK_00041010,P02660,0.9950000047683716,Apovitellenin-1;
CK_00046483,P41598,0.995299994945526,Photosystem II reaction center protein K 
CK_00046865,P09427,0.9955999851226808,Protein NifT;
CK_00048846,P22995,0.9950000047683716,Antitoxin ParD;
CK_00049899,P55413,0.9954000115394592,Uncharacterized protein y4dN;
CK_00050682,O28825,0.995299994945526,Uncharacterized protein AF_1447;
CK_00050939,Q97QY9,0.804340775390358,Uncharacterized protein SP_1053;
CK_00051430,Q03382,0.9962999820709229,Uncharacterized 6.8 kDa protein in fosB 5'region;
CK_00051505,A7X400,0.9958000183105468,UPF0435 protein SAHV_1865 
CK_00052015,Q9PC73,0.9962000250816344,Probable Fe(2+)-trafficking protein 
CK_00052178,P52656,0.9958000183105468,Transcription initiation factor IIA subunit 2;
CK_00054351,Q9CQF8,0.9950000047683716,Large ribosomal subunit protein mL63 
CK_00056147,Q2RNI5,0.9951000213623048,N(2)-fixation sustaining protein CowN;
CK_00056342,P0CW38,0.9958999752998352,Putative antitoxin VapB4;
CK_00056416,P09134,0.9959999918937684,Protein NifT;
CK_00057064,P55413,0.9955999851226808,Uncharacterized protein y4dN;
CK_00001253,P51336,0.996999979019165,Uncharacterized protein in rpl9-rpl11 intergenic region;
CK_00001838,Q9L5N1,0.9950000047683716,UPF0401 protein YubL;
CK_00002866,O07227,0.9965000152587892,Antitoxin VapB2;
CK_00003993,P31591,0.995299994945526,Putative protein PsbN 
CK_00004161,P9WJ12,0.995299994945526,Toxin MT2730;
CK_00004532,C0H447,0.9955999851226808,Uncharacterized protein YpzJ;
CK_00008385,Q74JK4,0.9955000281333924,UPF0346 protein LJ_1103 
CK_00036812,A5F359,0.9959999918937684,UPF0253 protein VC0395_A0398/VC395_0888 
CK_00037904,Q93HD3,0.9950000047683716,Polyketide-8 synthase acyl carrier protein 1;
CK_00039073,P90471,0.9969000220298768,Putative uncharacterized protein YBR109W-A;
CK_00039955,Q9PL08,0.9951000213623048,Uncharacterized protein TC_0300;
CK_00040334,Q5WRL1,0.995199978351593,Large ribosomal subunit protein mL41 
CK_00041156,Q6D8J9,0.9955000281333924,Probable Fe(2+)-trafficking protein 
CK_00043220,O57414,0.996399998664856,Rho GTPase-activating protein 6;
CK_00043911,P80110,0.9961000084877014,Gastrin/cholecystokinin-like peptide;
CK_00044062,P53182,0.907423569238329,Putative uncharacterized protein YGL041C;
CK_00045415,Q01246,0.9951000213623048,Type 3 secretion system chaperone YscE 
CK_00046501,Q9KPT7,0.9951000213623048,Sigma factor-binding protein Crl 
CK_00046644,Q9MS58,0.9954000115394592,Photosystem II reaction center protein K 
CK_00046645,A0A1B0GTD5,0.9951000213623048,Sperm microtubule inner protein 11 
CK_00046941,Q8K459,0.8284878341278556,Peroxisomal testis-specific protein 1;
CK_00047422,Q75JK6,0.996399998664856,"ATP synthase subunit epsilon', ' mitochondrial "
CK_00048274,O74948,0.9958000183105468,Transcription initiation factor IIA subunit 2;
CK_00048655,P53182,0.864967388437357,Putative uncharacterized protein YGL041C;
CK_00048838,O32026,0.995199978351593,Uncharacterized protein YqzI;
CK_00049105,P55599,0.9955999851226808,Uncharacterized protein y4oN;
CK_00051202,P34667,0.9950000047683716,Uncharacterized protein ZK686.1;
CK_00053793,P39430,0.9958000183105468,Inosine/xanthosine triphosphatase 
CK_00054631,P38031,0.9951000213623048,Alpha-1-antiproteinase 4;
CK_00054832,P38437,0.9072652269015792,Uncharacterized protein in miaA 5'region;
CK_00055622,P68657,0.9957000017166138,Lambda prophage-derived protein ea10;
CK_00001628,Q3AIC0,0.9984999895095824,Acylphosphatase;
CK_00034894,Q52772,0.9961000084877014,Protein KleF;
CK_00035940,P0AAQ0,0.9965999722480774,Uncharacterized protein YaiZ;
CK_00036301,O32233,0.8646050763784885,Probable protein-export membrane protein SecG;
CK_00036942,C0H3P9,0.9950000047683716,Uncharacterized protein YtzJ;
CK_00037298,P34830,0.9962000250816344,Large ribosomal subunit protein uL16m 
CK_00038115,P71622,0.9958000183105468,Antitoxin VapB22;
CK_00039009,Q8FKW2,0.9961000084877014,UPF0401 protein c0279;
CK_00040206,Q9VXN2,0.9958000183105468,Protein stunted 
CK_00040420,P25436,0.9954000115394592,Neurotrophin-4;
