SeqCluster,ClusterNumber,InterPro_id,Most represented functional category_x
CK_00039752,CK_Syn_WH7805_12043, , 
CK_00039753,CK_Syn_SYN20_02562, , 
CK_00039754,CK_Pro_MIT9303_02791,IPR033966  IPR000685  IPR036376, 
CK_00039755,CK_Pro_MIT9303_02781,IPR012292,IPR025202
CK_00039756,CK_Pro_MIT9303_02831,IPR011990  IPR019734  IPR050498,IPR019734
CK_00039757,CK_Syn_WH8016_00585,IPR010010, 
CK_00039758,CK_Syn_SYN20_00195,IPR007166  IPR026451, 
CK_00039759,CK_Pro_MIT9303_02851,IPR049607, 
CK_00039760,CK_Syn_SYN20_01978, , 
CK_00039761,CK_Pro_MIT9303_03301,IPR012595, 
CK_00039762,CK_Syn_SYN20_01973, , 
CK_00039763,CK_Pro_MIT9303_03381,IPR052715  IPR002686  IPR036515,IPR002686
CK_00039764,CK_Syn_SYN20_01972, , 
CK_00039765,CK_Pro_MIT9303_03431, , 
CK_00039766,CK_Pro_MIT9303_03451,IPR031429, 
CK_00039767,CK_Pro_MIT9303_03501,IPR049607, 
CK_00039768,CK_Syn_SYN20_02003, , 
CK_00039769,CK_Pro_MIT9303_03511,IPR031429,IPR022516
CK_00039770,CK_Syn_SYN20_02005, , 
CK_00039771,CK_Pro_MIT9303_03551, , 
CK_00039773,CK_Syn_MVIR-18-1_00813, , 
CK_00039774,CK_Syn_MVIR-18-1_00192, , 
CK_00039775,CK_Syn_M16.1_01868, , 
CK_00039776,CK_Syn_MVIR-18-1_00191, ,IPR016040
CK_00039777,CK_Syn_SYN20_01967, , 
CK_00039778,CK_Syn_MVIR-18-1_00202,IPR007836,IPR024654
CK_00039779,CK_Syn_SYN20_01968, , 
CK_00039780,CK_Syn_MVIR-18-1_00836, , 
CK_00039781,CK_Syn_SYN20_01930, , 
CK_00039782,CK_Syn_MVIR-18-1_00205,IPR039297  IPR036539, 
CK_00039783,CK_Syn_SYN20_01964,IPR000084, 
CK_00039784,CK_Syn_MVIR-18-1_00203,IPR011761  IPR003806  IPR013815  IPR043673,IPR005479|IPR011761|IPR048764
CK_00039785,CK_Pro_SS2_01663, , 
CK_00039786,CK_Syn_MVIR-18-1_00170, , 
CK_00039787,CK_Pro_MIT0703_01627, , 
CK_00039788,CK_Pro_MIT0702_02317, , 
CK_00039789,CK_Syn_A15-60_02065,IPR031429, 
CK_00039790,CK_Syn_A15-60_03057,IPR007836, 
CK_00039791,CK_Syn_MVIR-18-1_02944, , 
CK_00039792,CK_Syn_A15-62_01586, , 
CK_00039793,CK_Pro_MIT9311_00986,IPR031429, 
CK_00039794,CK_Syn_SYN20_01748,IPR007836, 
CK_00039795,CK_Syn_SYN20_01746,IPR007836, 
CK_00039796,CK_Syn_SYN20_00173, , 
CK_00039797,CK_Syn_MVIR-18-1_00213, , 
CK_00039798,CK_Syn_SYN20_01757,IPR025881, 
CK_00039799,CK_Syn_SYN20_01760,IPR031429, 
CK_00039800,CK_Syn_SYN20_00174,IPR032874  IPR052183, 
CK_00039801,CK_Syn_SYN20_01751, , 
CK_00039802,CK_Syn_SYN20_01752,IPR025881, 
CK_00039803,CK_Syn_SYN20_01753, , 
CK_00039804,CK_Syn_SYN20_01754,IPR007836, 
CK_00039805,CK_Syn_MVIR-18-1_01244, , 
CK_00039808,CK_Syn_SYN20_01750,IPR014278  IPR004349,IPR002710
CK_00039809,CK_Syn_MVIR-18-1_00939,IPR021570, 
CK_00039812,CK_Syn_MVIR-18-1_01226, , 
CK_00039813,CK_Cya_CB0205_10926,IPR031429, 
CK_00039814,CK_Syn_MVIR-18-1_02905, , 
CK_00039815,CK_Syn_MVIR-18-1_00215,IPR002797  IPR052556,IPR002797
CK_00039816,CK_Syn_RS9902_02734,IPR027417, 
CK_00039817,CK_Pro_MIT9202_01115,IPR007836,IPR030807
CK_00039818,CK_Syn_WH8103_00838,IPR025881, 
CK_00039819,CK_Syn_RS9917_04740,IPR012296  IPR011335  IPR008538,IPR008538
CK_00039820,CK_Cya_PCC6307_00096, , 
CK_00039823,CK_Syn_SYN20_00175,IPR051258  IPR000620, 
CK_00039824,CK_Syn_SYN20_01841,IPR031429, 
CK_00039825,CK_Syn_SYN20_01845,IPR012565, 
CK_00039826,CK_Syn_SYN20_01818,IPR029186, 
CK_00039827,CK_Syn_MVIR-18-1_01270,IPR031429, 
CK_00039828,CK_Syn_SYN20_01826,IPR007836, 
CK_00039829,CK_Syn_MVIR-18-1_01255, , 
CK_00039830,CK_Syn_SYN20_00179,IPR025881, 
CK_00039831,CK_Syn_SYN20_01817, , 
CK_00039832,CK_Syn_SYN20_01811,IPR007836, 
CK_00039833,CK_Syn_SYN20_01816,IPR025881, 
CK_00039835,CK_Syn_MVIR-18-1_01326,IPR007836, 
CK_00039838,CK_Syn_MVIR-18-1_01105, , 
CK_00039839,CK_Syn_MVIR-18-1_01346, , 
CK_00039840,CK_Syn_MVIR-18-1_01040, , 
CK_00039841,CK_Syn_RS9902_02562,IPR041698  IPR029063, 
CK_00039842,CK_Syn_MVIR-18-1_01039,IPR049607, 
CK_00039843,CK_Syn_MVIR-18-1_01061, , 
CK_00039844,CK_Pro_MIT9401_01061, ,IPR009739
CK_00039847,CK_Pro_MIT9303_07161, , 
CK_00039848,CK_Pro_MIT9303_07211,IPR007836, 
CK_00039850,CK_Pro_MIT9303_07281, , 
CK_00039851,CK_Pro_MIT9303_07231, , 
CK_00039852,CK_Pro_MIT9303_08721, ,IPR038731
CK_00039853,CK_Pro_MIT9303_08061,IPR007836, 
CK_00039854,CK_Pro_MIT9303_08741,IPR007836, 
CK_00039855,CK_Pro_MIT9303_08731,IPR031429, 
CK_00039856,CK_Pro_MIT9303_09031, , 
CK_00039857,CK_Pro_MIT9303_09081, , 
CK_00039858,CK_Pro_MIT9303_09071, , 
CK_00039859,CK_Pro_MIT9303_09051,IPR031429, 
CK_00039860,CK_Pro_MIT9303_09041,IPR031429, 
CK_00039861,CK_Pro_MIT9303_10121,IPR029186, 
CK_00039862,CK_Pro_MIT9303_10071,IPR012534, 
CK_00039863,CK_Pro_MIT9303_09441,IPR007836, 
CK_00039864,CK_Pro_MIT9303_09281,IPR031429, 
CK_00039865,CK_Pro_MIT9303_10191, , 
CK_00039866,CK_Pro_MIT9303_10141, , 
CK_00039867,CK_Pro_MIT9303_03651,IPR007836, 
CK_00039868,CK_Pro_MIT9303_04471,IPR007836, 
CK_00039869,CK_Pro_MIT9303_04081,IPR007836, 
CK_00039870,CK_Pro_MIT9303_05281,IPR006793  IPR036388  IPR036390, 
CK_00039871,CK_Pro_MIT9303_04911,IPR029186, 
CK_00039872,CK_Pro_MIT9303_03691,IPR007836, 
CK_00039873,CK_Pro_MIT9303_03681,IPR031429, 
CK_00039874,CK_Pro_MIT9303_03931,IPR031429,IPR012903|IPR022516
CK_00039876,CK_Pro_MIT9303_03581, , 
CK_00039877,CK_Pro_MIT9303_03641, , 
CK_00039878,CK_Cya_NS01_02378,IPR025881, 
CK_00039880,CK_Syn_WH8020_02785,IPR017825, 
CK_00039881,CK_Syn_MINOS11_00346,IPR023559  IPR036194, 
CK_00039883,CK_Pro_MIT9303_05811,IPR007836, 
CK_00039884,CK_Pro_MIT9303_05301, , 
CK_00039885,CK_Pro_MIT9303_06921,IPR031429, 
CK_00039886,CK_Pro_MIT9303_06911, , 
CK_00039887,CK_Pro_MIT9303_06731,IPR012565, 
CK_00039889,CK_Pro_MIT9303_06481,IPR007836, 
CK_00039890,CK_Pro_MIT9303_05971, , 
CK_00039891,CK_Pro_MIT9303_05871,IPR015499  IPR001651  IPR013152, 
CK_00039892,CK_Pro_MIT9303_05821, , 
CK_00039893,CK_Pro_MIT9303_05291, , 
CK_00039894,CK_Pro_MIT9303_12501, , 
CK_00039895,CK_Pro_MIT9303_12661,IPR049607, 
CK_00039896,CK_Pro_MIT9303_12691,IPR007836, 
CK_00039897,CK_Pro_MIT9202_01376,IPR025881, 
CK_00039898,CK_Pro_MIT9313_01029,IPR004839  IPR050596  IPR004838  IPR015424  IPR015421,IPR004838|IPR004839
CK_00039899,CK_Syn_MITS9220_02414,IPR025881, 
CK_00039900,CK_Pro_MIT0703_01316, , 
CK_00039901,CK_Pro_MIT9303_11961,IPR010133  IPR004288, 
CK_00039902,CK_Syn_RS9915_01907, , 
CK_00039903,CK_Syn_M16.1_01464,IPR031429, 
CK_00039904,CK_Pro_MIT9303_12001,IPR031429,IPR012903
CK_00039905,CK_Syn_A15-127_01230, , 
CK_00039906,CK_Pro_HNLC2_00908,IPR031429, 
CK_00039908,CK_Pro_MIT9303_12031,IPR021570, 
CK_00039909,CK_Cya_NS01_01000,IPR048189, 
CK_00039910,CK_Pro_MIT9303_12161,IPR035912  IPR000781, 
CK_00039911,CK_Syn_A15-127_01791, , 
CK_00039912,CK_Pro_MIT9201_00707,IPR025881, 
CK_00039913,CK_Pro_MIT9303_12231,IPR007836, 
CK_00039914,CK_Syn_A15-127_01798, , 
CK_00039915,CK_Syn_RS9915_01832, , 
CK_00039916,CK_Pro_MIT9303_12341, , 
CK_00039918,CK_Pro_SS35_00753, , 
CK_00039919,CK_Pro_MIT9303_12491, , 
CK_00039920,CK_Syn_A15-127_01134, , 
CK_00039922,CK_Syn_A15-127_01054, , 
CK_00039924,CK_Syn_SYN20_01830,IPR025881, 
CK_00039925,CK_Syn_A15-127_01755,IPR007836, 
CK_00039927,CK_Syn_A15-127_01751,IPR007836, 
CK_00039928,CK_Syn_A18-46.1_01303,IPR031429,IPR002145
CK_00039929,CK_Syn_A18-40_00787,IPR048189, 
CK_00039930,CK_Syn_A15-127_01052,IPR007836, 
CK_00039931,CK_Syn_A15-44_02349, ,IPR049610
CK_00039932,CK_Pro_MIT9312_01328, ,IPR002575
CK_00039933,CK_Pro_HNLC2_01715, , 
CK_00039934,CK_Pro_MIT0702_01914, , 
CK_00039935,CK_Pro_MIT9303_13111,IPR031429,IPR012903|IPR022516
CK_00039936,CK_Pro_MIT9303_13121,IPR031429, 
CK_00039937,CK_Syn_A18-40_01194, , 
CK_00039940,CK_Pro_MIT9303_12911, , 
CK_00039941,CK_Pro_MIT0604_00730,IPR013130  IPR022837, 
CK_00039942,CK_Pro_MIT9303_12711,IPR031429,IPR012903|IPR022516
CK_00039943,CK_Syn_WH8016_01309,IPR007836, 
CK_00039944,CK_Pro_MIT9303_12781,IPR029186, 
CK_00039945,CK_Pro_MIT9303_13051,IPR052715  IPR002686  IPR036515, 
CK_00039946,CK_Pro_MIT9303_13071,IPR025211, 
CK_00039947,CK_Cya_WH5701_09089,IPR046074, 
CK_00039948,CK_Pro_MIT9303_12931, , 
CK_00039949,CK_Pro_MIT9303_12961, , 
CK_00039950,CK_Syn_A18-25c_02855, , 
CK_00039951,CK_Syn_CC9902_01453,IPR009846  IPR017089, 
CK_00039953,CK_Pro_MIT9401_01890,IPR012620, 
CK_00039955,CK_Pro_NATL2A_00129, , 
CK_00039956,CK_Pro_MIT9303_11421,IPR007836, 
CK_00039957,CK_Pro_MIT9303_10931,IPR025881, 
CK_00039958,CK_Pro_MIT9303_11111,IPR007210,IPR024370
CK_00039961,CK_Pro_MIT9303_10451,IPR007836, 
CK_00039962,CK_Pro_MIT9303_10501,IPR007836, 
CK_00039963,CK_Pro_MIT9303_10561,IPR004000  IPR004001  IPR043129, 
CK_00039964,CK_Pro_MIT9303_10851,IPR037143  IPR050559,IPR008278
CK_00039967,CK_Pro_MIT9303_10431,IPR049607, 
CK_00039968,CK_Pro_NATL1A_17851,IPR031429, 
CK_00039969,CK_Pro_MIT0603_01192, ,IPR025344
CK_00039970,CK_Pro_PAC1_01411, , 
CK_00039971,CK_Pro_MIT0702_02134, , 
CK_00039972,CK_Cya_NS01_02913,IPR004960,IPR004960
CK_00039973,CK_Pro_MIT0602_00803,IPR054083, 
CK_00039974,CK_Pro_MIT0603_00697,IPR025881, 
CK_00039976,CK_Cya_PCC7001_00781,IPR006064, 
CK_00039977,CK_Pro_MIT9303_11901, , 
CK_00039978,CK_Pro_MIT9303_11911,IPR014722  IPR005756  IPR008991,IPR012447
CK_00039979,CK_Pro_MIT9303_11781, , 
CK_00039980,CK_Pro_MIT9303_11791,IPR031429,IPR012903|IPR022516
CK_00039981,CK_Pro_MIT9303_11711, , 
CK_00039982,CK_Pro_MIT9303_11761, , 
CK_00039983,CK_Pro_MIT9303_11621,IPR031429, 
CK_00039984,CK_Pro_MIT9303_11681,IPR031429,IPR016071
CK_00039985,CK_Syn_A18-25c_01399, , 
CK_00039986,CK_Pro_MIT9303_11441,IPR020251, 
CK_00039987,CK_Pro_MIT9303_11581,IPR007836, 
CK_00039988,CK_Syn_BIOS-U3-1_02252, , 
CK_00039989,CK_Pro_MIT0603_00484, , 
CK_00039990,CK_Pro_MIT0702_00239, , 
CK_00039991,CK_Pro_MIT0801_01147, , 
CK_00039992,CK_Pro_MIT9202_01018, , 
CK_00039993,CK_Syn_MITS9220_00366,IPR025881, 
CK_00039994,CK_Pro_MIT0701_00191, , 
CK_00039995,CK_Syn_CC9902_00112,IPR030930  IPR005546  IPR036709  IPR012332  IPR050909  IPR006315  IPR011050  IPR004899  IPR003991,IPR001343|IPR018511
CK_00039996,CK_Pro_MIT9401_01820, , 
CK_00039997,CK_Pro_MIT9313_02586,IPR001056  IPR036863, 
CK_00039998,CK_Pro_GP2_01405,IPR053188  IPR006342  IPR029063,IPR006342
CK_00040000,CK_Pro_MIT9314_01420, , 
CK_00040001,CK_Syn_MVIR-18-1_01257, , 
CK_00040002,CK_Syn_PROS-U-1_00176, ,IPR007332
CK_00040003,CK_Syn_PROS-9-1_01134,IPR046950  IPR002092  IPR043502,IPR046950
CK_00040004,CK_Syn_PROS-U-1_00638,IPR012565, 
CK_00040005,CK_Cya_PCC7001_02740,IPR007457  IPR036766,IPR002734
CK_00040006,CK_Syn_PROS-U-1_01300,IPR036143  IPR005497, 
CK_00040007,CK_Syn_PROS-U-1_03108,IPR000888  IPR014710  IPR011051, 
CK_00040008,CK_Syn_A15-24_01225,IPR007836, 
CK_00040009,CK_Syn_PROS-U-1_00174, , 
CK_00040010,CK_Pro_MIT0603_00953,IPR025211, 
CK_00040014,CK_Syn_PROS-U-1_00169, , 
CK_00040015,CK_Pro_MIT9515_13781, ,IPR029468
CK_00040016,CK_Syn_A15-24_01213,IPR029186, 
CK_00040017,CK_Syn_PROS-U-1_00102, , 
CK_00040018,CK_Syn_A15-24_01229,IPR012292, 
CK_00040019,CK_Syn_PROS-U-1_00129, , 
CK_00040020,CK_Syn_A15-24_01228, , 
CK_00040022,CK_Syn_A15-24_01226,IPR049607, 
CK_00040023,CK_Syn_A15-24_01227, , 
CK_00040025,CK_Syn_MITS9220_02396, , 
CK_00040026,CK_Syn_A15-24_00131, , 
CK_00040027,CK_Syn_A15-24_00129,IPR009050  IPR012128  IPR038719, 
CK_00040028,CK_Syn_A15-24_00125,IPR007836, 
CK_00040029,CK_Syn_BIOS-U3-1_02652, , 
CK_00040030,CK_Pro_MIT9401_00125,IPR051017  IPR001303  IPR036409,IPR001303
CK_00040032,CK_Pro_GP2_01404,IPR001296  IPR050194,IPR001296
CK_00040033,CK_Syn_PROS-U-1_00116,IPR024542  IPR055259, 
CK_00040034,CK_Syn_CC9616_00215,IPR021118  IPR001693, 
CK_00040037,CK_Syn_PROS-U-1_00126,IPR030930  IPR005546  IPR036709  IPR012332  IPR050909  IPR006315  IPR011050  IPR004899  IPR003991,IPR001343
CK_00040038,CK_Pro_MIT9314_00285,IPR031429, 
CK_00040041,CK_Syn_PROS-U-1_00108, , 
CK_00040042,CK_Pro_MIT9303_20231, ,IPR010260
CK_00040043,CK_Syn_PROS-U-1_00111,IPR007836,IPR049625
CK_00040045,CK_Syn_A15-24_01057,IPR029186, 
CK_00040048,CK_Syn_A15-24_01058,IPR052564, 
CK_00040049,CK_Syn_A15-24_01060, , 
CK_00040050,CK_Syn_A15-24_01059, , 
CK_00040051,CK_Syn_PROS-U-1_00092,IPR002654,IPR002654
CK_00040052,CK_Syn_A15-24_01134, , 
CK_00040054,CK_Syn_A15-24_01113, , 
CK_00040055,CK_Syn_A15-127_02378,IPR002204  IPR006115  IPR036291,IPR027610
CK_00040056,CK_Syn_A15-24_01148,IPR031429, 
CK_00040058,CK_Pro_MIT0703_01454,IPR007836, 
CK_00040059,CK_Syn_A15-24_01180, , 
CK_00040060,CK_Pro_MIT0702_01511, , 
CK_00040064,CK_Syn_SYN20_00660,IPR002047, 
CK_00040065,CK_Syn_PROS-U-1_00314, , 
CK_00040066,CK_Pro_MIT9107_02010,IPR025211, 
CK_00040067,CK_Syn_PROS-U-1_01075, , 
CK_00040068,CK_Pro_MIT9313_02832, , 
CK_00040069,CK_Syn_PROS-U-1_01535, , 
CK_00040070,CK_Syn_A15-60_00145,IPR003593  IPR003439  IPR015860  IPR050683  IPR027417,IPR003439|IPR017871
CK_00040071,CK_Pro_PAC1_01925,IPR001056  IPR036863, 
CK_00040073,CK_Syn_PROS-U-1_00319,IPR007836, 
CK_00040074,CK_Pro_NATL2A_02165,IPR048189, 
CK_00040075,CK_Pro_MIT9302_02054, , 
CK_00040077,CK_Pro_MIT9303_00801,IPR029186, 
CK_00040078,CK_Pro_MIT9303_00671,IPR029001  IPR026533  IPR050299, 
CK_00040079,CK_Pro_MIT9303_01221,IPR007836,IPR030808
CK_00040080,CK_Pro_MIT9303_01051,IPR009083  IPR009088  IPR003194  IPR015871  IPR015872, 
CK_00040081,CK_Syn_PROS-U-1_01532, , 
CK_00040082,CK_Pro_MIT9303_01461,IPR001509  IPR036291,IPR001509
CK_00040083,CK_Syn_PROS-U-1_01528, , 
CK_00040084,CK_Pro_MIT9303_01321,IPR025881, 
CK_00040086,CK_Pro_MIT9303_01501,IPR029186, 
CK_00040087,CK_Syn_PROS-U-1_01526,IPR002132  IPR022803, 
CK_00040088,CK_Pro_MIT9303_01481,IPR007836,IPR001173
CK_00040091,CK_Pro_MIT0702_02560,IPR007836,IPR002686
CK_00040092,CK_Pro_MIT0603_01654,IPR025881, 
CK_00040093,CK_Pro_MIT9311_00753,IPR009249  IPR022827, 
CK_00040094,CK_Syn_PROS-U-1_01405,IPR007836, 
CK_00040096,CK_Syn_A15-24_00132,IPR021117  IPR021116  IPR018360  IPR015476  IPR001693, 
CK_00040098,CK_Pro_NATL1A_10831,IPR003686  IPR037271, 
CK_00040099,CK_Syn_A15-24_01313,IPR012565, 
CK_00040100,CK_Syn_PROS-U-1_01082,IPR003716  IPR006110, 
CK_00040101,CK_Syn_A18-46.1_01108, ,IPR009327
CK_00040102,CK_Syn_A15-24_00134,IPR007836,IPR029489
CK_00040103,CK_Syn_PROS-U-1_01411, , 
CK_00040104,CK_Cya_PCC6307_03357,IPR005499,IPR017686|IPR026325
CK_00040109,CK_Syn_RS9915_00067,IPR003410,IPR002126|IPR010221|IPR044016
CK_00040110,CK_Pro_MIT9302_01914,IPR007971  IPR012902  IPR045584,IPR012902
CK_00040112,CK_Pro_MIT9302_01784,IPR007836, 
CK_00040114,CK_Pro_MIT9302_01782,IPR031429, 
CK_00040115,CK_Pro_MIT9302_01781,IPR025881, 
CK_00040116,CK_Syn_PROS-U-1_01084, , 
CK_00040117,CK_Pro_MIT9302_01976, , 
CK_00040118,CK_Syn_A15-24_00142,IPR001296  IPR028098  IPR050194,IPR001296
CK_00040119,CK_Syn_PROS-U-1_01355, , 
CK_00040120,CK_Pro_MIT9302_01921,IPR031429, 
CK_00040121,CK_Syn_A15-24_01381, , 
CK_00040123,CK_Pro_MIT9302_01916, , 
CK_00040124,CK_Syn_A15-24_01426,IPR012565, 
CK_00040125,CK_Syn_PROS-U-1_01403,IPR021118  IPR001693, 
CK_00040126,CK_Pro_MIT9302_01915, , 
CK_00040127,CK_Syn_A15-24_01412,IPR049776, 
CK_00040128,CK_Pro_MIT9302_02050, , 
CK_00040129,CK_Pro_MIT9302_01999,IPR012620, 
CK_00040131,CK_Pro_MIT0702_00170, , 
CK_00040132,CK_Syn_PROS-U-1_01523, , 
CK_00040133,CK_Syn_TAK9802_02244,IPR049607, 
CK_00040134,CK_Syn_PROS-U-1_01714,IPR012570, 
CK_00040135,CK_Pro_AS9601_12691, , 
CK_00040136,CK_Syn_PROS-U-1_01704, , 
CK_00040137,CK_Syn_BIOS-E4-1_04286,IPR029186, 
CK_00040138,CK_Syn_A15-60_02094,IPR007836, 
CK_00040140,CK_Pro_MIT9123_00904,IPR029063  IPR004033  IPR023576, 
CK_00040141,CK_Cya_PCC6307_01269,IPR006440  IPR003812  IPR053737,IPR003812
CK_00040142,CK_Pro_NATL1A_19721,IPR031429, 
CK_00040143,CK_Syn_A15-127_02052, , 
CK_00040144,CK_Syn_A15-127_02039, , 
CK_00040145,CK_Syn_A15-127_02048, , 
CK_00040146,CK_Syn_PROS-U-1_01495,IPR031429, 
CK_00040147,CK_Syn_A15-127_01951, , 
CK_00040148,CK_Syn_PROS-U-1_01496,IPR021118  IPR001693, 
CK_00040149,CK_Syn_A15-127_00299,IPR027417  IPR000795, 
CK_00040150,CK_Syn_PROS-U-1_01493,IPR007836, 
CK_00040151,CK_Syn_PROS-U-1_01494, , 
CK_00040152,CK_Syn_A15-127_02053, , 
CK_00040153,CK_Syn_PROS-U-1_01684,IPR031429, 
CK_00040156,CK_Syn_A15-127_00605, , 
CK_00040158,CK_Syn_PROS-U-1_01067, , 
CK_00040159,CK_Syn_A15-127_02037, , 
CK_00040160,CK_Syn_PROS-U-1_01624,IPR007836, 
CK_00040161,CK_Pro_MIT0703_00040,IPR025881, 
CK_00040163,CK_Syn_WH8103_01630,IPR049607, 
CK_00040164,CK_Syn_PROS-U-1_01683, , 
CK_00040166,CK_Syn_PROS-U-1_01677,IPR007836, 
CK_00040167,CK_Syn_BIOS-U3-1_03287, , 
CK_00040168,CK_Syn_BMK-MC-1_00332,IPR003564  IPR015797  IPR020084  IPR000086  IPR051325,IPR000086|IPR020084
CK_00040169,CK_Pro_MIT9314_00509, , 
CK_00040170,CK_Syn_A18-25c_01856,IPR007836, 
CK_00040171,CK_Pro_MIT0801_01862,IPR007836, 
CK_00040172,CK_Syn_RS9915_00089,IPR027417,IPR005331
CK_00040174,CK_Syn_A15-127_02042, , 
CK_00040175,CK_Syn_A15-127_02044, , 
CK_00040176,CK_Syn_A15-127_01944, , 
CK_00040177,CK_Syn_A15-127_02051,IPR007836, 
CK_00040178,CK_Syn_PROS-U-1_00323, , 
CK_00040179,CK_Syn_PROS-U-1_00325, , 
CK_00040180,CK_Syn_PROS-U-1_00177, , 
CK_00040181,CK_Syn_A15-127_02019, , 
CK_00040183,CK_Syn_A15-127_02023, , 
CK_00040184,CK_Syn_A15-127_02025, , 
CK_00040186,CK_Syn_PROS-U-1_00320,IPR007826  IPR037269, 
CK_00040187,CK_Syn_A15-127_02035, , 
CK_00040188,CK_Syn_PROS-U-1_01538, , 
CK_00040189,CK_Syn_A15-127_02036,IPR031429, 
CK_00040190,CK_Pro_MIT0601_01288,IPR031429, 
CK_00040191,CK_Syn_A15-127_02363, , 
CK_00040192,CK_Syn_ROS8604_00840,IPR007836, 
CK_00040195,CK_Pro_SS120_00602,IPR007836, 
CK_00040196,CK_Pro_MIT9313_02691,IPR007836, 
CK_00040197,CK_Syn_WH8109_01920, , 
CK_00040198,CK_Syn_A15-24_02615,IPR003143  IPR011048  IPR051200, 
CK_00040199,CK_Cya_CB0205_07233,IPR025881, 
CK_00040200,CK_Pro_HNLC2_00866,IPR052530  IPR029479  IPR000415  IPR026021,IPR029479
CK_00040201,CK_Pro_MIT0703_00084,IPR007836, 
CK_00040203,CK_Syn_WH8101_01457, , 
CK_00040204,CK_Syn_A18-25c_02988, , 
CK_00040205,CK_Syn_A18-25c_02924,IPR009388, 
CK_00040206,CK_Syn_A18-25c_02923,IPR006721  IPR036742, 
CK_00040208,CK_Syn_A18-25c_02959,IPR003424, 
CK_00040209,CK_Syn_A18-25c_02932, , 
CK_00040210,CK_Syn_WH8101_02931,IPR029001  IPR026533  IPR050299, 
CK_00040211,CK_Syn_A15-24_01048,IPR002204  IPR006115  IPR036291, 
CK_00040212,CK_Syn_A18-25c_02894, , 
CK_00040213,CK_Syn_WH8101_01304,IPR049607, 
CK_00040214,CK_Syn_A15-24_01050, , 
CK_00040215,CK_Syn_A18-25c_02866, , 
CK_00040216,CK_Syn_WH8101_01768,IPR010133  IPR004288, 
CK_00040217,CK_Syn_A15-24_01045, , 
CK_00040219,CK_Syn_WH8101_01769, , 
CK_00040220,CK_Syn_A15-24_01047, , 
CK_00040222,CK_Syn_WH8101_01360,IPR013785  IPR013798  IPR001468  IPR011060, 
CK_00040223,CK_Syn_A15-24_00103,IPR001509  IPR036291,IPR001509
CK_00040225,CK_Syn_A15-24_00104,IPR001789, 
CK_00040226,CK_Syn_WH8101_01363, , 
CK_00040227,CK_Syn_A15-24_00100,IPR029063  IPR004033  IPR023576, 
CK_00040228,CK_Syn_WH8101_00028, , 
CK_00040230,CK_Syn_PROS-U-1_01543,IPR007836, 
CK_00040232,CK_Syn_A18-25c_02864,IPR007836, 
CK_00040233,CK_Syn_A18-25c_00286, , 
CK_00040234,CK_Syn_A18-25c_02850,IPR029186, 
CK_00040237,CK_Syn_A15-127_02355, , 
CK_00040239,CK_Syn_A18-25c_02796, , 
CK_00040240,CK_Syn_A18-25c_02784, , 
CK_00040241,CK_Syn_PROS-U-1_01524,IPR025881, 
CK_00040242,CK_Syn_A15-127_02192, , 
CK_00040243,CK_Syn_A18-25c_02783,IPR007836, 
CK_00040244,CK_Syn_PROS-U-1_00246,IPR015499  IPR001651  IPR013152, 
CK_00040245,CK_Syn_A15-127_02195, , 
CK_00040246,CK_Syn_A18-25c_02762,IPR029186, 
CK_00040247,CK_Syn_PROS-U-1_01769, , 
CK_00040248,CK_Syn_A15-127_02199, , 
CK_00040249,CK_Syn_A18-25c_02761,IPR049607, 
CK_00040250,CK_Syn_PROS-U-1_01529, , 
CK_00040251,CK_Syn_A15-127_00731,IPR049607, 
CK_00040252,CK_Syn_PROS-U-1_01534, , 
CK_00040254,CK_Syn_PROS-U-1_01536,IPR031429, 
CK_00040256,CK_Syn_PROS-U-1_01537,IPR000392  IPR027417, 
CK_00040257,CK_Syn_A15-127_02173, , 
CK_00040258,CK_Syn_PROS-U-1_01539, ,IPR021453
CK_00040259,CK_Syn_A15-127_02189,IPR007836, 
CK_00040260,CK_Syn_WH8101_02712,IPR025881, 
CK_00040263,CK_Syn_WH8101_02717,IPR007836, 
CK_00040264,CK_Syn_MVIR-18-1_02932, , 
CK_00040266,CK_Syn_WH8101_00675,IPR007836, 
CK_00040268,CK_Syn_WH8101_01793, , 
CK_00040269,CK_Syn_MVIR-18-1_01202, , 
CK_00040270,CK_Syn_WH8101_01796, , 
CK_00040272,CK_Syn_A18-25c_00488,IPR021118  IPR001693, 
CK_00040273,CK_Syn_WH8101_01794, , 
CK_00040275,CK_Syn_A15-127_01813, , 
CK_00040276,CK_Syn_A18-25c_00045,IPR007836, 
CK_00040277,CK_Syn_WH8101_00558,IPR007836, 
CK_00040282,CK_Syn_A15-127_01820, , 
CK_00040283,CK_Syn_A18-25c_00645,IPR031429, 
CK_00040286,CK_Syn_A15-127_01309, , 
CK_00040288,CK_Syn_WH8101_01104,IPR007836, 
CK_00040289,CK_Syn_A15-127_01257,IPR025881, 
CK_00040290,CK_Syn_A15-127_01418, , 
CK_00040291,CK_Syn_WH8101_01791,IPR003317,IPR003317
CK_00040292,CK_Syn_WH8101_01095, , 
CK_00040294,CK_Syn_MVIR-18-1_01141,IPR025881, 
CK_00040295,CK_Syn_MVIR-18-1_01142, , 
CK_00040296,CK_Syn_MVIR-18-1_01145,IPR049607, 
CK_00040297,CK_Syn_MVIR-18-1_01146,IPR031429, 
