SeqCluster,Most represented functional category
CK_00037625,IPR008775
CK_00037627,IPR044862
CK_00037636,IPR006119
CK_00037642,IPR019734
CK_00037643,IPR002711
CK_00037649,IPR003033
CK_00037659,IPR026870
CK_00037660,IPR012480|IPR031680
CK_00037662,IPR002937|IPR023753
CK_00037666,IPR010617
CK_00037669,IPR001296|IPR022623
CK_00037672,IPR028098
CK_00037699,IPR001343|IPR013858|IPR018511
CK_00037708,IPR005669|IPR034408
CK_00037725,IPR018530
CK_00037728,IPR006680
CK_00037733,IPR002937
CK_00037744,IPR012447
CK_00037764,IPR001343|IPR010221|IPR018511
CK_00037775,IPR027385
CK_00037785,IPR013525|IPR047817
CK_00037796,IPR005594|IPR008640
CK_00037801,IPR010133
CK_00037813,IPR041698
CK_00037827,IPR021562
CK_00037828,IPR000873
CK_00037858,IPR022749
CK_00037878,IPR002423
CK_00037882,IPR000182
CK_00037886,IPR018527|IPR024934|IPR024935
CK_00037891,IPR005804
CK_00037894,IPR005804
CK_00037904,IPR009081
CK_00037905,IPR016040
CK_00037926,IPR024519
CK_00037936,IPR001296
CK_00037938,IPR006311
CK_00037986,IPR025048
CK_00038016,IPR002524
CK_00038046,IPR013096
CK_00038055,IPR005331
CK_00038075,IPR006162|IPR009081
CK_00038083,IPR001343|IPR018511
CK_00038115,IPR006442
CK_00038116,IPR002716
CK_00038130,IPR013216
CK_00038131,IPR011761
CK_00038132,IPR006143|IPR032317
CK_00038135,IPR008775
CK_00038149,IPR030473
CK_00038151,IPR006059
CK_00038154,IPR000531|IPR010917|IPR010949|IPR011276|IPR012910|IPR039426
CK_00038172,IPR001763|IPR021309
CK_00038174,IPR002654
CK_00038183,IPR001611
CK_00038209,IPR013216
CK_00038211,IPR007434
CK_00038212,IPR023810
CK_00038218,IPR021467
CK_00038235,IPR005835
CK_00038254,IPR025669
CK_00038263,IPR022796
CK_00038267,IPR041698
CK_00038278,IPR005123|IPR008775
CK_00038281,IPR024370
CK_00038282,IPR000086
CK_00038302,IPR001173
CK_00038305,IPR041664
CK_00038321,IPR007065
CK_00038325,IPR021291
CK_00038349,IPR002686
CK_00038352,IPR013216
CK_00038357,IPR025877
CK_00038360,IPR041049
CK_00038362,IPR002192|IPR008279
CK_00038364,IPR017926
CK_00038365,IPR001463
CK_00038374,IPR012447
CK_00038382,IPR046031
CK_00038416,IPR013216
CK_00038427,IPR010133
CK_00038431,IPR002052|IPR011639|IPR047939
CK_00038433,IPR002104
CK_00038438,IPR002589
CK_00038440,IPR001646
CK_00038452,IPR004666|IPR008503|IPR011761|IPR013651|IPR041107
CK_00038462,IPR012903|IPR022516
CK_00038474,IPR029303
CK_00038479,IPR004417|IPR040131
CK_00038485,IPR001173
CK_00038486,IPR003691
CK_00038513,IPR005331
CK_00038519,IPR022196
CK_00038523,IPR046740
CK_00038524,IPR045615
CK_00038530,IPR000182
CK_00038537,IPR000792
CK_00038540,IPR006528
CK_00038544,IPR002018|IPR019819|IPR019826
CK_00038556,IPR022196
CK_00038565,IPR000119
CK_00038577,IPR026590
CK_00038590,IPR005331
CK_00038592,IPR001296
CK_00038641,IPR012933
CK_00038642,IPR002716
CK_00038662,IPR002502
CK_00038668,IPR002104
CK_00038676,IPR001538
CK_00038682,IPR016040
CK_00038695,IPR021215
CK_00038708,IPR006439|IPR041492
CK_00038712,IPR011122
CK_00038715,IPR001503
CK_00038735,IPR021315
CK_00038770,IPR011761
CK_00038776,IPR004323
CK_00038820,IPR032708|IPR053521
CK_00038831,IPR044862
CK_00038884,IPR021453
CK_00038901,IPR010538
CK_00038904,IPR013216
CK_00038913,IPR012447
CK_00038975,IPR008523
CK_00038986,IPR019734
CK_00038988,IPR002686
CK_00039007,IPR012903
CK_00039011,IPR049625
CK_00039015,IPR001343|IPR018511
CK_00039016,IPR008775
CK_00039017,IPR009970
CK_00039019,IPR002145
CK_00039024,IPR001173
CK_00039028,IPR008775
CK_00039031,IPR019734
CK_00039043,IPR025458
CK_00039044,IPR002934
CK_00039047,IPR001343|IPR018511|IPR019960
CK_00039062,IPR003817
CK_00039068,IPR026906
CK_00039072,IPR006119
CK_00039081,IPR000741
CK_00039084,IPR021215
CK_00039085,IPR008775
CK_00039086,IPR029903
CK_00039089,IPR003180
CK_00039092,IPR014948
CK_00039103,IPR003180
CK_00039108,IPR021262
CK_00039115,IPR003342
CK_00039121,IPR014795
CK_00039124,IPR004299
CK_00039142,IPR002656
CK_00039147,IPR008822
CK_00039148,IPR000330|IPR001650|IPR014001
CK_00039154,IPR007694
CK_00039162,IPR002654
CK_00039172,IPR004788
CK_00039185,IPR010645
CK_00039194,IPR007159
CK_00039198,IPR002126
CK_00039200,IPR001509
CK_00039212,IPR002716
CK_00039213,IPR002575
CK_00039228,IPR001343|IPR018511
CK_00039260,IPR013525|IPR047817
CK_00039287,IPR026898
CK_00039301,IPR016040
CK_00039312,IPR022196
CK_00039313,IPR001670
CK_00039338,IPR000653
CK_00039339,IPR002104
CK_00039343,IPR021483
CK_00039344,IPR001343|IPR018511
CK_00039381,IPR001173
CK_00039387,IPR007554
CK_00039392,IPR006342
CK_00039399,IPR016040
CK_00039400,IPR025202
CK_00039403,IPR001173
CK_00039442,IPR010260
CK_00039471,IPR002903
CK_00039486,IPR017452
CK_00039492,IPR001343|IPR018511
CK_00039523,IPR005076
CK_00039526,IPR013216
CK_00039543,IPR001173
CK_00039544,IPR001296
CK_00039547,IPR009081
CK_00039587,IPR025048|IPR025475
CK_00039614,IPR005814|IPR049704
CK_00039617,IPR006151
CK_00039625,IPR005077
CK_00039637,IPR030916
CK_00039644,IPR002818
CK_00039648,IPR000863
CK_00039651,IPR030807
CK_00039657,IPR022240
CK_00039674,IPR021453
CK_00039682,IPR013249
CK_00039685,IPR000551
CK_00039688,IPR000515|IPR017664
CK_00039693,IPR022749
CK_00039695,IPR010235
CK_00039697,IPR010621|IPR010679
CK_00039698,IPR022789
CK_00039707,IPR003477
CK_00039715,IPR002514
CK_00039723,IPR001343
CK_00039727,IPR038720
CK_00039736,IPR001509
CK_00039744,IPR001509
CK_00039747,IPR005240
CK_00039750,IPR012668
CK_00039755,IPR025202
CK_00039756,IPR019734
CK_00039763,IPR002686
CK_00039769,IPR022516
CK_00039776,IPR016040
CK_00039778,IPR024654
CK_00039784,IPR005479|IPR011761|IPR048764
CK_00039808,IPR002710
CK_00039815,IPR002797
CK_00039817,IPR030807
CK_00039819,IPR008538
CK_00039844,IPR009739
CK_00039852,IPR038731
CK_00039874,IPR012903|IPR022516
CK_00039898,IPR004838|IPR004839
CK_00039904,IPR012903
CK_00039928,IPR002145
CK_00039931,IPR049610
CK_00039932,IPR002575
CK_00039935,IPR012903|IPR022516
CK_00039939,IPR012903|IPR022516
CK_00039942,IPR012903|IPR022516
CK_00039952,IPR001818
CK_00039958,IPR024370
CK_00039964,IPR008278
CK_00039969,IPR025344
CK_00039972,IPR004960
CK_00039978,IPR012447
CK_00039980,IPR012903|IPR022516
CK_00039984,IPR016071
CK_00039995,IPR001343|IPR018511
CK_00039998,IPR006342
CK_00040002,IPR007332
CK_00040003,IPR046950
CK_00040005,IPR002734
CK_00040015,IPR029468
CK_00040030,IPR001303
CK_00040032,IPR001296
CK_00040037,IPR001343
CK_00040040,IPR001343|IPR018511
CK_00040042,IPR010260
CK_00040043,IPR049625
CK_00040051,IPR002654
CK_00040055,IPR027610
CK_00040070,IPR003439|IPR017871
CK_00040079,IPR030808
CK_00040082,IPR001509
CK_00040088,IPR001173
CK_00040091,IPR002686
CK_00040101,IPR009327
CK_00040102,IPR029489
CK_00040104,IPR017686|IPR026325
CK_00040109,IPR002126|IPR010221|IPR044016
CK_00040110,IPR012902
CK_00040118,IPR001296
CK_00040141,IPR003812
CK_00040168,IPR000086|IPR020084
CK_00040172,IPR005331
CK_00040200,IPR029479
CK_00040223,IPR001509
CK_00040258,IPR021453
CK_00040291,IPR003317
CK_00040305,IPR012869
CK_00040350,IPR028098
CK_00040373,IPR041698
CK_00040375,IPR032816
CK_00040389,IPR000891|IPR012425|IPR017629
CK_00040390,IPR005331
CK_00040391,IPR003361|IPR015426
CK_00040423,IPR001915
CK_00040428,IPR001173
CK_00040434,IPR041698
CK_00040444,IPR026906
CK_00040447,IPR001732
CK_00040449,IPR014026
CK_00040454,IPR038726
CK_00040459,IPR007791
CK_00040461,IPR024975
CK_00040502,IPR002145
CK_00040537,IPR007712
CK_00040576,IPR025330
CK_00040579,IPR007049
CK_00040581,IPR007433|IPR019734
CK_00040582,IPR002938
CK_00040633,IPR018306
CK_00040639,IPR002771
CK_00040646,IPR002104
CK_00040650,IPR006342
CK_00040671,IPR000683
CK_00040672,IPR002376
CK_00040675,IPR000683
CK_00040676,IPR018392
CK_00040681,IPR006750
CK_00040689,IPR039562
CK_00040690,IPR003477
CK_00040692,IPR012902
CK_00040696,IPR027610
CK_00040703,IPR021291
CK_00040718,IPR001731
CK_00040721,IPR001584|IPR054353
CK_00040724,IPR006342
CK_00040733,IPR000792
CK_00040737,IPR001296|IPR028098
CK_00040751,IPR013216
CK_00040754,IPR000595
CK_00040759,IPR019734
CK_00040762,IPR010708
CK_00040763,IPR010708
CK_00040764,IPR000055
CK_00040768,IPR041633
CK_00040772,IPR013216
CK_00040774,IPR012902
CK_00040776,IPR008775
CK_00040777,IPR014819|IPR015330
CK_00040778,IPR000595|IPR006685|IPR018488|IPR049278
CK_00040785,IPR013708
CK_00040786,IPR001296
CK_00040789,IPR013989
CK_00040794,IPR018330
CK_00040796,IPR009288
CK_00040813,IPR001000
CK_00040814,IPR005123|IPR044862
CK_00040820,IPR043729
CK_00040875,IPR000863
CK_00040876,IPR038740
CK_00040877,IPR000277
CK_00040889,IPR000653
CK_00040897,IPR046816|IPR046817|IPR046818|IPR046819|IPR046820
CK_00040898,IPR012903|IPR022516
CK_00040905,IPR019734
CK_00040921,IPR001343|IPR018511
CK_00040925,IPR010664|IPR026265
CK_00040930,IPR012447
CK_00040935,IPR005950
CK_00040941,IPR008162
CK_00040942,IPR019734
CK_00040955,IPR002934
CK_00040962,IPR008775
CK_00040976,IPR004919
CK_00040985,IPR013022
CK_00040987,IPR012903|IPR022516
CK_00040992,IPR012903
CK_00040993,IPR012902
CK_00040996,IPR014016|IPR014017
CK_00040998,IPR002196|IPR039564
CK_00041009,IPR001173
CK_00041012,IPR039562
CK_00041021,IPR000160|IPR040572
CK_00041027,IPR022240
CK_00041030,IPR001646
CK_00041056,IPR038726
CK_00041080,IPR008881
CK_00041085,IPR002104
CK_00041099,IPR021453
CK_00041106,IPR001173|IPR003329
CK_00041109,IPR006775|IPR024462
CK_00041128,IPR002145
CK_00041143,IPR006342
CK_00041151,IPR001296
CK_00041152,IPR001509
CK_00041155,IPR025714
CK_00041168,IPR041698
CK_00041188,IPR007936
CK_00041211,IPR000683
CK_00041215,IPR002145
CK_00041220,IPR010819
CK_00041225,IPR029903
CK_00041232,IPR001296
CK_00041234,IPR000683
CK_00041239,IPR004360|IPR037523
CK_00041251,IPR018763
CK_00041252,IPR010090
CK_00041260,IPR003869
CK_00041261,IPR006342
CK_00041268,IPR001296
CK_00041269,IPR003329
CK_00041281,IPR008775
CK_00041285,IPR016410
CK_00041288,IPR025424
CK_00041292,IPR002877|IPR002942|IPR004538
CK_00041295,IPR001343
CK_00041299,IPR024432
CK_00041304,IPR001509
CK_00041306,IPR004360|IPR037523
CK_00041309,IPR005123|IPR044862
CK_00041335,IPR006311|IPR007378
CK_00041337,IPR000863
CK_00041347,IPR013520
CK_00041369,IPR001962
CK_00041373,IPR009081
CK_00041376,IPR003347
CK_00041378,IPR001296
CK_00041406,IPR018650
CK_00041421,IPR037401
CK_00041425,IPR039562
CK_00041446,IPR013217
CK_00041472,IPR011121
CK_00041495,IPR005046|IPR005546|IPR011889|IPR032812
CK_00041497,IPR009784
CK_00041551,IPR013525|IPR047817
CK_00041575,IPR010488
CK_00041583,IPR002187
CK_00041596,IPR007421
CK_00041608,IPR024385|IPR049996
CK_00041615,IPR000878
CK_00041624,IPR022196
CK_00041635,IPR013217
CK_00041636,IPR006311|IPR013108
CK_00041643,IPR007074
CK_00041649,IPR025344
CK_00041650,IPR003646
CK_00041654,IPR019734
CK_00041656,IPR001584|IPR025948|IPR048020
CK_00041671,IPR017481
CK_00041682,IPR012903
CK_00041691,IPR005475
CK_00041702,IPR019734
CK_00041726,IPR032719
CK_00041746,IPR011138
CK_00041755,IPR002376
CK_00041765,IPR001932|IPR003660
CK_00041767,IPR006685|IPR049142|IPR049278
CK_00041770,IPR000847|IPR005119
CK_00041772,IPR001343|IPR018511
CK_00041773,IPR001107
CK_00041778,IPR018649|IPR033880
CK_00041795,IPR010865
CK_00041800,IPR000182
CK_00041802,IPR041698
CK_00041809,IPR003776|IPR022291|IPR027624|IPR049274
CK_00041810,IPR044068
CK_00041811,IPR037673
CK_00041814,IPR001623
CK_00041819,IPR010743
CK_00041826,IPR021810
CK_00041845,IPR002797|IPR029303
CK_00041849,IPR002145
CK_00041941,IPR007318
CK_00041947,IPR021434
CK_00041961,IPR031730
CK_00041994,IPR006260|IPR037682
CK_00042022,IPR008441
CK_00042045,IPR000209|IPR003644|IPR018247|IPR022398|IPR023827|IPR023828
CK_00042060,IPR003018
CK_00042076,IPR001173
CK_00042077,IPR021453
CK_00042110,IPR002376
CK_00042130,IPR002220
CK_00042155,IPR003362
CK_00042157,IPR003347|IPR041667
CK_00042247,IPR005546|IPR013425
CK_00042252,IPR046239
CK_00042257,IPR019734
CK_00042259,IPR018392
CK_00042262,IPR013216
CK_00042269,IPR007421|IPR025831
CK_00042275,IPR001807
CK_00042280,IPR002104
CK_00042281,IPR001343|IPR018511
CK_00042284,IPR013096
CK_00042285,IPR038726
CK_00042292,IPR013216
CK_00042299,IPR013096
CK_00042301,IPR041698
CK_00042302,IPR032585
CK_00042303,IPR003819
CK_00042315,IPR001173
CK_00042320,IPR000160|IPR003018
CK_00042324,IPR005913|IPR029903
CK_00042326,IPR002201
CK_00042327,IPR021355
CK_00042336,IPR002898
CK_00042345,IPR021047
CK_00042359,IPR010415|IPR041255
CK_00042368,IPR025592
CK_00042372,IPR007332
CK_00042375,IPR001048|IPR001341|IPR002912|IPR018042|IPR054352
CK_00042376,IPR006442
CK_00042377,IPR000014|IPR003661|IPR005467
CK_00042379,IPR001173
CK_00042385,IPR000923|IPR028871
CK_00042389,IPR002145
CK_00042392,IPR008816
CK_00042395,IPR001647|IPR023772|IPR039536
CK_00042397,IPR001451
CK_00042414,IPR045615
CK_00042425,IPR002123
CK_00042429,IPR001343|IPR018511
CK_00042437,IPR024041
CK_00042438,IPR022486|IPR022488
CK_00042440,IPR029465
CK_00042450,IPR012447
CK_00042456,IPR010133
CK_00042473,IPR008164|IPR022196
CK_00042506,IPR021453
CK_00042513,IPR007345
CK_00042533,IPR002514
CK_00042551,IPR030802
CK_00042565,IPR010133|IPR023991
CK_00042572,IPR022612
CK_00042579,IPR048650
CK_00042584,IPR013216
CK_00042630,IPR021453
CK_00042652,IPR025330
CK_00042674,IPR003611
CK_00042677,IPR005835
CK_00042679,IPR019734
CK_00042681,IPR015004
CK_00042684,IPR001296
CK_00042701,IPR003439|IPR017871
CK_00042707,IPR003615
CK_00042718,IPR001173
CK_00042746,IPR013830
CK_00042752,IPR018306
CK_00042774,IPR007936
CK_00042779,IPR045324
CK_00042800,IPR007038
CK_00042801,IPR012869
CK_00042830,IPR000518
CK_00042834,IPR006311
CK_00042835,IPR000683|IPR013149|IPR013154
CK_00042839,IPR000297
CK_00042843,IPR000014|IPR000673|IPR000700|IPR000780|IPR013655|IPR022641|IPR022642
CK_00042847,IPR007434
CK_00042867,IPR001807
CK_00042910,IPR041492
CK_00042914,IPR018504|IPR044016
CK_00042917,IPR025686
CK_00042925,IPR002559|IPR008490|IPR047959
CK_00042927,IPR001950
CK_00042928,IPR000209|IPR002884|IPR022398|IPR023828|IPR049804
CK_00042929,IPR000653
CK_00042938,IPR007267
CK_00042949,IPR000873
CK_00042951,IPR021483
CK_00042993,IPR043729
CK_00043002,IPR001789|IPR007492
CK_00043007,IPR013691
CK_00043009,IPR006665
CK_00043011,IPR003848
CK_00043019,IPR012447
CK_00043022,IPR015402|IPR048447
CK_00043032,IPR006047
CK_00043036,IPR001296|IPR022623
CK_00043050,IPR001345
CK_00043062,IPR002654
CK_00043065,IPR000182
CK_00043081,IPR001343|IPR018511
CK_00043087,IPR018841
CK_00043095,IPR041247
CK_00043097,IPR046053
CK_00043115,IPR043992
CK_00043121,IPR021453
CK_00043141,IPR002502
CK_00043143,IPR002716|IPR002850
CK_00043172,IPR003115
CK_00043174,IPR010617
CK_00043189,IPR002686
CK_00043197,IPR005212
CK_00043199,IPR012903|IPR022516
CK_00043238,IPR007038
CK_00043243,IPR025487
CK_00043246,IPR002104
CK_00043264,IPR001343|IPR018511|IPR025282
CK_00043266,IPR005299
CK_00043268,IPR005240
CK_00043301,IPR017941
CK_00043307,IPR012903
CK_00043308,IPR000160|IPR001633
CK_00043312,IPR000160
CK_00043313,IPR000160
CK_00043315,IPR000160
CK_00043326,IPR013216
CK_00043336,IPR044862
CK_00043338,IPR002048
CK_00043359,IPR013216
CK_00043363,IPR005331
CK_00043377,IPR027392
CK_00043379,IPR002942
CK_00043382,IPR021231
CK_00043391,IPR021483
CK_00043392,IPR039535
CK_00043400,IPR007739
CK_00043404,IPR012893
CK_00043415,IPR000847
CK_00043417,IPR046576
CK_00043421,IPR001584
CK_00043443,IPR002645|IPR003658
CK_00043447,IPR003439
CK_00043451,IPR019449
CK_00043452,IPR049803
CK_00043459,IPR012902
CK_00043460,IPR010004
CK_00043462,IPR020022
CK_00043465,IPR006439
CK_00043483,IPR002611
CK_00043494,IPR013216
CK_00043503,IPR005031
CK_00043505,IPR003423
CK_00043519,IPR006083
CK_00043520,IPR012668|IPR019734
CK_00043534,IPR012933
CK_00043541,IPR007016
CK_00043542,IPR013216
CK_00043545,IPR001343|IPR018511
CK_00043548,IPR023991
CK_00043555,IPR002071|IPR008613|IPR016071
CK_00043558,IPR025048
CK_00043559,IPR002126|IPR005532|IPR011459|IPR044016
CK_00043579,IPR001173|IPR007739
CK_00043582,IPR025358
CK_00043585,IPR021483
CK_00043588,IPR009739
CK_00043604,IPR002797
CK_00043611,IPR010621|IPR010679
CK_00043616,IPR022796
CK_00043623,IPR007554
CK_00043632,IPR013137
CK_00043637,IPR002725
CK_00043639,IPR002092|IPR029262|IPR046950
CK_00043643,IPR038726
CK_00043657,IPR002201
CK_00043667,IPR001451
CK_00043682,IPR001087
CK_00043686,IPR006847
CK_00043703,IPR001041|IPR006058
CK_00043707,IPR041356
CK_00043713,IPR025874
CK_00043742,IPR003386
CK_00043747,IPR003718
CK_00043752,IPR014943
CK_00043753,IPR028992
CK_00043779,IPR019734
CK_00043783,IPR014795
CK_00043785,IPR003400
CK_00043786,IPR005886|IPR016040
CK_00043791,IPR002104
CK_00043794,IPR005000
CK_00043811,IPR001509
CK_00043817,IPR013137
CK_00043819,IPR002781
CK_00043821,IPR005673|IPR024370
CK_00043827,IPR001343|IPR018511
CK_00043833,IPR001650|IPR002121|IPR004589|IPR006293|IPR011545|IPR014001|IPR018982|IPR032284
CK_00043836,IPR005269|IPR031100
CK_00043837,IPR002938
CK_00043845,IPR008617
CK_00043865,IPR039498
CK_00043873,IPR001333
CK_00043891,IPR002586
CK_00043893,IPR016040
CK_00043896,IPR035335
CK_00043901,IPR001962
CK_00043913,IPR024519
CK_00043927,IPR000600
CK_00043960,IPR002575
CK_00043962,IPR001173
CK_00043963,IPR007813
CK_00043964,IPR013839
CK_00043970,IPR025975
CK_00044017,IPR000715
CK_00044021,IPR021483
CK_00044025,IPR003594
CK_00044045,IPR003439|IPR011527
CK_00044056,IPR001343|IPR018511
CK_00044060,IPR012447
CK_00044079,IPR004119|IPR008266
CK_00044085,IPR030950
CK_00044091,IPR005175
CK_00044103,IPR028098
CK_00044104,IPR015330
CK_00044105,IPR046740
CK_00044106,IPR000086
CK_00044115,IPR002716
CK_00044129,IPR003660
CK_00044131,IPR018306
CK_00044132,IPR027385
CK_00044134,IPR002048|IPR006035|IPR018247
CK_00044137,IPR006442
CK_00044138,IPR009327
CK_00044139,IPR002495
CK_00044147,IPR009781
CK_00044156,IPR013108
CK_00044160,IPR001503
CK_00044161,IPR021453
CK_00044166,IPR021788
CK_00044167,IPR049625
CK_00044168,IPR041188
CK_00044171,IPR003886
CK_00044199,IPR021453
CK_00044222,IPR006143|IPR032317
CK_00044224,IPR000385|IPR007197|IPR023885
CK_00044227,IPR018649
CK_00044231,IPR029903
CK_00044232,IPR003180
CK_00044247,IPR000863
CK_00044249,IPR021734
CK_00044277,IPR001304
CK_00044281,IPR006118|IPR006119
CK_00044285,IPR007936
CK_00044308,IPR023753
CK_00044315,IPR000551
CK_00044316,IPR001017
CK_00044319,IPR001732|IPR014026|IPR014027|IPR017476
CK_00044348,IPR013217
CK_00044352,IPR000715
CK_00044357,IPR039562
CK_00044370,IPR002566
CK_00044379,IPR000182
CK_00044386,IPR003790
CK_00044398,IPR025997
CK_00044466,IPR008490|IPR025668|IPR047710
CK_00044480,IPR001343|IPR018511|IPR053784
CK_00044481,IPR003869
CK_00044487,IPR001463
CK_00044490,IPR001343
CK_00044499,IPR005534
CK_00044505,IPR007627|IPR013249|IPR014284
CK_00044510,IPR008894
CK_00044517,IPR001898
CK_00044532,IPR007929
CK_00044535,IPR012902
CK_00044540,IPR001296|IPR022623
CK_00044555,IPR002733|IPR002737|IPR023473|IPR027623
CK_00044564,IPR025458
CK_00044567,IPR003844
CK_00044570,IPR002364|IPR013154|IPR014182
CK_00044574,IPR008503
CK_00044577,IPR006175
CK_00044582,IPR001343
CK_00044583,IPR045324
CK_00044585,IPR045324
CK_00044597,IPR021511
CK_00044599,IPR002716
CK_00044620,IPR008503
CK_00044623,IPR041168|IPR041173
CK_00044625,IPR053853
CK_00044628,IPR022240
CK_00044664,IPR003251|IPR009040|IPR018527|IPR024934|IPR024935
CK_00044665,IPR002516
CK_00044675,IPR006153
CK_00044691,IPR006442
CK_00044700,IPR005593|IPR018969|IPR018970|IPR019790
CK_00044701,IPR000873|IPR020845
CK_00044722,IPR005532
CK_00044724,IPR002201
CK_00044726,IPR022742
CK_00044728,IPR003180
CK_00044747,IPR002645|IPR003658
CK_00044760,IPR021831
CK_00044761,IPR008523
CK_00044762,IPR004693
CK_00044765,IPR006342
CK_00044768,IPR007711
CK_00044773,IPR025458
CK_00044774,IPR001214|IPR003616
CK_00044790,IPR001867
CK_00044797,IPR005673|IPR024370
CK_00044805,IPR001576
CK_00044817,IPR003615
CK_00044818,IPR002938
CK_00044838,IPR025458
CK_00044839,IPR043605
CK_00044841,IPR001343
CK_00044846,IPR001173
CK_00044853,IPR002347|IPR020904
CK_00044854,IPR002656
CK_00044856,IPR032585
CK_00044860,IPR000835
CK_00044873,IPR018060
CK_00044882,IPR001646
CK_00044902,IPR001343|IPR018511
CK_00044910,IPR002686
CK_00044913,IPR025048
CK_00044925,IPR053860
CK_00044929,IPR006311|IPR010802
CK_00044943,IPR000620
CK_00044947,IPR000209|IPR023828
CK_00044949,IPR007069|IPR026889
CK_00044969,IPR000594
CK_00044972,IPR028090
CK_00044996,IPR001173
CK_00045023,IPR010617
CK_00045038,IPR002656
CK_00045045,IPR001343
CK_00045051,IPR001173
CK_00045052,IPR020912
CK_00045055,IPR005475|IPR033248
CK_00045073,IPR002524
CK_00045076,IPR006935|IPR018306
CK_00045087,IPR008523
CK_00045094,IPR001646
CK_00045105,IPR025975
CK_00045116,IPR020602
CK_00045117,IPR006119|IPR011109
CK_00045118,IPR000522
CK_00045127,IPR002586|IPR007560
CK_00045139,IPR000620
CK_00045146,IPR002145|IPR012869
CK_00045158,IPR002686
CK_00045167,IPR002145
CK_00045179,IPR001463
CK_00045184,IPR013217
CK_00045185,IPR001296|IPR028098
CK_00045189,IPR000182
CK_00045190,IPR004360|IPR037523|IPR041581
CK_00045194,IPR001098
CK_00045197,IPR012903
CK_00045202,IPR016040
CK_00045215,IPR000835
CK_00045221,IPR002071
CK_00045231,IPR010865
CK_00045244,IPR007072
CK_00045246,IPR005804
CK_00045264,IPR013216
CK_00045269,IPR001173|IPR027791
CK_00045270,IPR038740
CK_00045275,IPR013830
CK_00045290,IPR025597
CK_00045293,IPR005180
CK_00045320,IPR021355
CK_00045322,IPR014858
CK_00045324,IPR014819
CK_00045327,IPR002921
CK_00045359,IPR006528|IPR010488|IPR011112
CK_00045384,IPR018637
CK_00045407,IPR003959
CK_00045441,IPR019734
CK_00045443,IPR000792
CK_00045446,IPR010090
CK_00045454,IPR011855
CK_00045457,IPR046169
CK_00045468,IPR000326
CK_00045476,IPR041698
CK_00045483,IPR000782
CK_00045501,IPR002686
CK_00045512,IPR003477
CK_00045513,IPR004360|IPR037523
CK_00045516,IPR002549
CK_00045523,IPR013105|IPR019734
CK_00045524,IPR007138
CK_00045527,IPR010664|IPR026265
CK_00045528,IPR018768
CK_00045537,IPR007138
CK_00045539,IPR001173
CK_00045564,IPR009959
CK_00045566,IPR002376|IPR005793
CK_00045567,IPR002126
CK_00045569,IPR021231
CK_00045585,IPR040632
CK_00045593,IPR021961
CK_00045594,IPR007016
CK_00045597,IPR002104
CK_00045603,IPR002048|IPR018247
CK_00045604,IPR002035|IPR012902
CK_00045607,IPR001343|IPR018511|IPR049419
CK_00045611,IPR000888
CK_00045613,IPR001343|IPR018511|IPR048165
CK_00045614,IPR002126|IPR028992
CK_00045625,IPR025979
CK_00045626,IPR002641
CK_00045628,IPR012640
CK_00045641,IPR008816
CK_00045644,IPR001173
CK_00045666,IPR001357
CK_00045668,IPR038731
CK_00045677,IPR007367
CK_00045692,IPR001650|IPR011545
CK_00045698,IPR022240
CK_00045702,IPR019734
CK_00045710,IPR013096
CK_00045714,IPR002758
CK_00045717,IPR013658
CK_00045726,IPR001223
CK_00045728,IPR001223
CK_00045733,IPR018170|IPR023210
CK_00045739,IPR002925
CK_00045750,IPR002126|IPR013517|IPR013519|IPR025282
CK_00045752,IPR018640
CK_00045763,IPR001296
CK_00045771,IPR002912
CK_00045787,IPR021133
CK_00045788,IPR007049
CK_00045796,IPR006119|IPR011109
CK_00045797,IPR003758
CK_00045802,IPR049453
CK_00045803,IPR005532
CK_00045805,IPR002559
CK_00045810,IPR009288
CK_00045823,IPR011115
CK_00045826,IPR025193
CK_00045838,IPR007842
CK_00045851,IPR028098
CK_00045869,IPR010260
CK_00045874,IPR004360|IPR037523
CK_00045881,IPR001757|IPR004014|IPR006068|IPR018303
CK_00045911,IPR006598
CK_00045933,IPR007345
CK_00045939,IPR001478
CK_00045940,IPR029468
CK_00045941,IPR006059
CK_00045956,IPR030808
CK_00045967,IPR003779
CK_00045979,IPR002912|IPR004095|IPR004811|IPR006674|IPR007685|IPR045600
CK_00045980,IPR002347
CK_00045996,IPR002104
CK_00046010,IPR008884
CK_00046012,IPR007343
CK_00046039,IPR008523
CK_00046043,IPR000683
CK_00046048,IPR013096
CK_00046050,IPR014956
CK_00046066,IPR004951
CK_00046069,IPR044068
CK_00046093,IPR007434
CK_00046095,IPR007345
CK_00046097,IPR025364
CK_00046098,IPR001017
CK_00046102,IPR001296|IPR028098
CK_00046104,IPR000160
CK_00046110,IPR017941|IPR044043
CK_00046116,IPR009634
CK_00046122,IPR001357|IPR001679|IPR004149|IPR004150|IPR013839|IPR033136|IPR041663
CK_00046127,IPR010866
CK_00046138,IPR001343|IPR018511
CK_00046146,IPR001525|IPR018117|IPR031303
CK_00046154,IPR025714
CK_00046157,IPR001343|IPR018511
CK_00046195,IPR012447
CK_00046202,IPR005358
CK_00046209,IPR013221
CK_00046212,IPR018649
CK_00046215,IPR002173|IPR011611
