SeqCluster,Pfam_result
CK_00003879,PF03706|PF12710
CK_00003880,PF00106
CK_00003881,PF01565|PF04030
CK_00003888,PF00353|PF08548
CK_00003902,PF04773
CK_00003911,PF03706
CK_00003931,PF00301
CK_00003964,PF00078
CK_00003965,PF04434
CK_00003982,PF04366
CK_00003998,PF10999
CK_00004010,PF01370
CK_00004022,PF13455
CK_00004040,PF11061
CK_00004051,PF09493
CK_00004077,PF11159
CK_00004084,PF11061
CK_00004123,PF00355|PF13483
CK_00004125,PF16316
CK_00004126,PF08757
CK_00004127,PF09359
CK_00004130,PF04851|PF10593
CK_00004133,PF05050
CK_00004137,PF01370
CK_00004141,PF03275|PF13450
CK_00004146,PF08241
CK_00004151,PF04724
CK_00004192,PF02468
CK_00004207,PF11185
CK_00004208,PF02518
CK_00004211,PF11146
CK_00004229,PF01070
CK_00004230,PF01565|PF09330
CK_00004259,PF00589
CK_00004278,PF03328
CK_00004282,PF01663
CK_00004285,PF00551|PF02911
CK_00004352,PF09925
CK_00004391,PF09587
CK_00004404,PF13202
CK_00004454,PF07690
CK_00004476,PF17289
CK_00004513,PF02016|PF17676
CK_00004525,PF05656
CK_00004532,PF09855
CK_00004563,PF00805|PF13599
CK_00004599,PF01494
CK_00004690,PF10462
CK_00004693,PF07444
CK_00004728,PF04228
CK_00004733,PF13809
CK_00004739,PF13641
CK_00004782,PF03683
CK_00004783,PF11848
CK_00004790,PF04255
CK_00004793,PF00905
CK_00004797,PF13091
CK_00004798,PF09369
CK_00004799,PF00271
CK_00004800,PF01934
CK_00004801,PF01909
CK_00004802,PF07669|PF20466
CK_00004803,PF00176|PF00271
CK_00004804,PF08665
CK_00004806,PF02852|PF07992
CK_00004811,PF02308
CK_00004812,PF13173|PF13635
CK_00004818,PF00512|PF02518
CK_00004819,PF13458
CK_00004820,PF03865|PF08479
CK_00004824,PF00512|PF02518|PF08447|PF13188
CK_00004825,PF12833|PF14525
CK_00004827,PF01381
CK_00004828,PF07804|PF13657
CK_00004829,PF04014
CK_00004830,PF02661
CK_00004836,PF04966
CK_00004837,PF00083
CK_00004847,PF00122
CK_00004848,PF03466
CK_00004855,PF01735
CK_00004863,PF13515
CK_00004865,PF13533
CK_00004866,PF02321
CK_00004867,PF02776
CK_00004875,PF01427
CK_00004881,PF01391
CK_00004888,PF13337|PF16565|PF20442
CK_00004891,PF19557
CK_00004892,PF08747
CK_00004894,PF04471
CK_00004895,PF13432|PF14559
CK_00004896,PF02498
CK_00004897,PF07864
CK_00004900,PF07728
CK_00004903,PF08843
CK_00004904,PF13338
CK_00004923,PF00535
CK_00004926,PF11103|PF14261
CK_00004927,PF11103
CK_00004928,PF01850
CK_00004929,PF22513
CK_00004935,PF02452
CK_00004937,PF00126|PF03466
CK_00004938,PF00743
CK_00004939,PF01850
CK_00004940,PF07704
CK_00004941,PF02604
CK_00004942,PF02604
CK_00004943,PF19891
CK_00004944,PF01850
CK_00004945,PF19891
CK_00004946,PF01850
CK_00004960,PF01850
CK_00004966,PF01402
CK_00004967,PF01850
CK_00004969,PF01850
CK_00004971,PF04014
CK_00004973,PF00027|PF13444
CK_00004974,PF13649
CK_00004975,PF05534
CK_00004977,PF01724
CK_00004981,PF13424|PF13469|PF14559
CK_00004985,PF01850
CK_00004986,PF02604
CK_00004987,PF01850
CK_00005013,PF01168
CK_00005014,PF00128|PF00686
CK_00005017,PF00561
CK_00005018,PF00583
CK_00005030,PF07238
CK_00005040,PF01850
CK_00005047,PF13310
CK_00005048,PF09720
CK_00005049,PF05016
CK_00005054,PF07927
CK_00005063,PF09968
CK_00005069,PF08681
CK_00005070,PF09848
CK_00005073,PF01527
CK_00005078,PF00924|PF21082
CK_00005084,PF13515
CK_00005096,PF04014
CK_00005097,PF04055
CK_00005098,PF01126
CK_00005100,PF11320
CK_00005101,PF11845
CK_00005102,PF00440|PF14246
CK_00005103,PF09968
CK_00005109,PF07077
CK_00005111,PF01909
CK_00005112,PF05168
CK_00005113,PF22513
CK_00005119,PF00355|PF00848
CK_00005129,PF13649
CK_00005137,PF00563|PF00990
CK_00005142,PF04255
CK_00005144,PF02661
CK_00005145,PF07498
CK_00005147,PF02452
CK_00005154,PF15937
CK_00005155,PF11663
CK_00005162,PF13508
CK_00005170,PF00353
CK_00005171,PF13704
CK_00005172,PF03567
CK_00005176,PF00753|PF14863|PF14864
CK_00005177,PF02485
CK_00005181,PF00353|PF09423|PF16655
CK_00005182,PF04138|PF05711
CK_00005186,PF13469
CK_00005187,PF13455
CK_00005208,PF05045
CK_00005209,PF13646
CK_00005211,PF16822
CK_00005213,PF00682
CK_00005223,PF01522
CK_00005227,PF00550|PF00583
CK_00005245,PF13704
CK_00005250,PF03567
CK_00005262,PF00160
CK_00005263,PF13449
CK_00005268,PF00657
CK_00005277,PF13753|PF14252|PF17892
CK_00005281,PF01618
CK_00005282,PF00639
CK_00005286,PF04488
CK_00005294,PF05065
CK_00005317,PF06054
CK_00005321,PF04480
CK_00005345,PF10503
CK_00005358,PF07864
CK_00005359,PF01435
CK_00005374,PF04087
CK_00005392,PF07864
CK_00005415,PF02452
CK_00005422,PF12697
CK_00005438,PF08241
CK_00005441,PF19451
CK_00005443,PF00535|PF13692
CK_00005444,PF00534
CK_00005445,PF04932
CK_00005446,PF00534
CK_00005448,PF00534
CK_00005450,PF00535
CK_00005451,PF00534|PF13579
CK_00005452,PF13489
CK_00005453,PF00535
CK_00005454,PF00534
CK_00005455,PF12996|PF13524
CK_00005457,PF08541|PF08545
CK_00005485,PF07864
CK_00005489,PF12787
CK_00005502,PF04472
CK_00005504,PF12710
CK_00005546,PF03588
CK_00005549,PF08789
CK_00005558,PF03895|PF05658
CK_00005565,PF03567
CK_00005584,PF01266
CK_00005600,PF00529|PF16576
CK_00005601,PF07690
CK_00005619,PF00149
CK_00005621,PF00383
CK_00005626,PF07862
CK_00005648,PF05019
CK_00005676,PF01965
CK_00005682,PF03435
CK_00005700,PF02472
CK_00005718,PF14552
CK_00005733,PF13649
CK_00005735,PF07690
CK_00005740,PF04355
CK_00005756,PF01895
CK_00005772,PF05154
CK_00005806,PF11026
CK_00005865,PF13670
CK_00005869,PF03773|PF04945
CK_00005893,PF00196
CK_00005910,PF01925
CK_00005916,PF01593|PF13450
CK_00005921,PF08241
CK_00005932,PF03016
CK_00005935,PF01075
CK_00005939,PF00083
CK_00005942,PF07483
CK_00005944,PF04138
CK_00005950,PF03600
CK_00005959,PF03625
CK_00005963,PF06742|PF06863
CK_00005965,PF07007
CK_00005967,PF13448
CK_00005985,PF13643
CK_00005997,PF00355|PF01794
CK_00005999,PF00892
CK_00006000,PF00583|PF02955
CK_00006001,PF05995
CK_00006036,PF09423|PF16655
CK_00006037,PF07452
CK_00006058,PF20408
CK_00006059,PF00027
CK_00006063,PF10609
CK_00006064,PF00072
CK_00006065,PF00072|PF00512|PF02518|PF17201
CK_00006070,PF13515
CK_00006075,PF00892
CK_00006076,PF00528
CK_00006079,PF02195
CK_00006081,PF13489
CK_00006104,PF00483
CK_00006115,PF02627
CK_00006129,PF14520
CK_00006132,PF03288|PF08706
CK_00006135,PF00326|PF07676
CK_00006138,PF02535
CK_00006139,PF04777
CK_00006144,PF01443
CK_00006145,PF07221
CK_00006148,PF17124
CK_00006156,PF00753
CK_00006157,PF00561
CK_00006179,PF11746
CK_00006188,PF00230
CK_00006190,PF13671
CK_00006203,PF12974
CK_00006213,PF07885
CK_00006214,PF02679
CK_00006215,PF00497
CK_00006216,PF00375
CK_00006242,PF13481
CK_00006263,PF07864
CK_00006290,PF00589
CK_00006293,PF13411
CK_00006325,PF13704
CK_00006353,PF13671
CK_00006361,PF00999
CK_00006364,PF06736
CK_00006369,PF10009
CK_00006399,PF08885
CK_00006408,PF08241
CK_00006409,PF00278|PF02784
CK_00006411,PF00027|PF02142
CK_00006421,PF00082
CK_00006424,PF00795
CK_00006432,PF00535
CK_00006434,PF05050
CK_00006442,PF01408|PF02894
CK_00006446,PF02348
CK_00006453,PF00534
CK_00006458,PF07883
CK_00006479,PF11302
CK_00006480,PF00672|PF02518
CK_00006490,PF13469
CK_00006496,PF14279
CK_00006498,PF11196
CK_00006501,PF07862
CK_00006510,PF13469
CK_00006520,PF08795
CK_00006541,PF20384
CK_00006564,PF01527
CK_00006566,PF00248
CK_00006571,PF20376
CK_00006573,PF00543
CK_00006574,PF05982
CK_00006575,PF00724
CK_00006583,PF20337
CK_00006584,PF00174
CK_00006585,PF01292
CK_00006592,PF00884
CK_00006593,PF03729
CK_00006594,PF12710
CK_00006595,PF12833
CK_00006597,PF00884|PF14707
CK_00006606,PF00487
CK_00006607,PF00561
CK_00006608,PF01243
CK_00006610,PF00440|PF16925
CK_00006612,PF19583
CK_00006615,PF01764
CK_00006617,PF13473
CK_00006619,PF03713
CK_00006622,PF04542|PF04545
CK_00006623,PF10099
CK_00006624,PF04784
CK_00006626,PF00535
CK_00006648,PF18922
CK_00006649,PF08242
CK_00006654,PF00535
CK_00006658,PF00534|PF13439
CK_00006666,PF09899
CK_00006667,PF08240|PF13602
CK_00006678,PF01544
CK_00006683,PF00085
CK_00006688,PF01420
CK_00006694,PF09720
CK_00006699,PF21814
CK_00006700,PF16277
CK_00006701,PF15919
CK_00006702,PF05168
CK_00006703,PF01909
CK_00006706,PF01381
CK_00006712,PF07995
CK_00006713,PF00497
CK_00006715,PF05013
CK_00006722,PF00011
CK_00006726,PF01648|PF22624
CK_00006728,PF00924
CK_00006730,PF00884|PF14707
CK_00006732,PF12710
CK_00006736,PF06146
CK_00006740,PF00857
CK_00006742,PF13520
CK_00006743,PF00384|PF01568
CK_00006747,PF03473|PF03476
CK_00006748,PF00027|PF01740|PF04960
CK_00006750,PF04773
CK_00006754,PF12833
CK_00006766,PF12833|PF12852
CK_00006767,PF13460
CK_00006771,PF02353
CK_00006790,PF01850
CK_00006791,PF04014
CK_00006800,PF00586|PF02769
CK_00006801,PF01924
CK_00006802,PF01180
CK_00006803,PF01558|PF01855|PF02775|PF10371|PF12838|PF17147
CK_00006804,PF01455
CK_00006805,PF00708|PF01300|PF07503|PF17788|PF22521
CK_00006806,PF01155
CK_00006808,PF00374
CK_00006809,PF01058
CK_00006810,PF10588|PF13510|PF22117
CK_00006811,PF01512|PF10589
CK_00006812,PF01257
CK_00006815,PF13173|PF13635
CK_00006823,PF00805
CK_00006834,PF03734
CK_00006836,PF02661|PF13776|PF22168
CK_00006847,PF00580|PF13361
CK_00006848,PF00929
CK_00006850,PF00534
CK_00006851,PF05532
CK_00006853,PF05532
CK_00006855,PF02082
CK_00006859,PF00881
CK_00006866,PF00230
CK_00006867,PF00006|PF02874|PF22919
CK_00006868,PF01813
CK_00006869,PF01496
CK_00006870,PF00137
CK_00006872,PF10962
CK_00006873,PF00006|PF02874|PF16886|PF22919
CK_00006876,PF01865
CK_00006877,PF01384
CK_00006883,PF00227
CK_00006889,PF00582
CK_00006891,PF01936
CK_00006900,PF06736
CK_00006905,PF02384|PF12161
CK_00006906,PF04250
CK_00006907,PF01909
CK_00006909,PF00271|PF04313|PF04851|PF08463|PF13643
CK_00006910,PF00891|PF16864
CK_00006919,PF03724
CK_00006931,PF12697
CK_00006932,PF04087
CK_00006936,PF12973
CK_00006937,PF00504
CK_00006942,PF03073
CK_00006948,PF07862
CK_00006952,PF02690
CK_00006956,PF01266
CK_00006963,PF14872
CK_00006974,PF00390|PF03949
CK_00007003,PF01936|PF12872
CK_00007013,PF13591
CK_00007018,PF00082
CK_00007019,PF00156
CK_00007020,PF01738
CK_00007021,PF01161
CK_00007023,PF00753
CK_00007029,PF00535
CK_00007030,PF18927
CK_00007031,PF00933|PF01915|PF14310
CK_00007035,PF02517
CK_00007039,PF03724
CK_00007042,PF09864
CK_00007044,PF02653
CK_00007045,PF02653
CK_00007046,PF13458
CK_00007047,PF00795
CK_00007054,PF01464
CK_00007061,PF00881
CK_00007067,PF00903
CK_00007072,PF00144|PF11954
CK_00007075,PF00501|PF13193
CK_00007079,PF02661|PF13784
CK_00007081,PF00583
CK_00007086,PF06742|PF06863
CK_00007089,PF01654
CK_00007096,PF05552
CK_00007103,PF13476|PF13558
CK_00007104,PF00149|PF12320
CK_00007110,PF00924|PF21082|PF21088
CK_00007112,PF01734
CK_00007117,PF00535
CK_00007118,PF04784
CK_00007119,PF05532
CK_00007120,PF00005
CK_00007129,PF03982
CK_00007131,PF13545
CK_00007139,PF00581
CK_00007143,PF00528|PF04069
CK_00007144,PF02469
CK_00007146,PF00391|PF01326|PF02896
CK_00007149,PF01551
CK_00007151,PF01569
CK_00007176,PF01850
CK_00007177,PF04014
CK_00007178,PF02604
CK_00007179,PF01850
CK_00007186,PF08241
CK_00007188,PF18588
CK_00007190,PF04577
CK_00007199,PF01740
CK_00007203,PF02563
CK_00007205,PF13439|PF13692
CK_00007206,PF13440
CK_00007210,PF04101
CK_00007211,PF13581
CK_00007221,PF00149
CK_00007230,PF01988
CK_00007247,PF13439
CK_00007248,PF00534
CK_00007251,PF00534|PF13579
CK_00007252,PF00534
CK_00007261,PF01850
CK_00007262,PF04014
CK_00007267,PF01850
CK_00007268,PF02604
CK_00007271,PF01850
CK_00007285,PF04143
CK_00007286,PF20398
CK_00007289,PF00128|PF02806
CK_00007293,PF01694
CK_00007295,PF00498
CK_00007296,PF00069
CK_00007297,PF00092
CK_00007298,PF13672
CK_00007310,PF22677
CK_00007319,PF01494
CK_00007331,PF01425
CK_00007366,PF03235
CK_00007367,PF22522
CK_00007370,PF01925
CK_00007379,PF07883
CK_00007392,PF06742|PF06863
CK_00007402,PF01966
CK_00007472,PF08448
CK_00007479,PF12680
CK_00007483,PF01863
CK_00007484,PF01420
CK_00007496,PF07963
CK_00007498,PF00353
CK_00007499,PF03253|PF13499
CK_00007505,PF02931
CK_00007506,PF13505
CK_00007507,PF13229
CK_00007519,PF03567
CK_00007527,PF00486
CK_00007529,PF00353|PF00404|PF03098
CK_00007532,PF05045
CK_00007542,PF07394
CK_00007543,PF08811
CK_00007560,PF03567
CK_00007561,PF00583|PF13176
CK_00007566,PF00353
CK_00007567,PF05045
CK_00007570,PF13424|PF13432
CK_00007571,PF00639
CK_00007572,PF00474
CK_00007581,PF06722
CK_00007587,PF07690
CK_00007588,PF00383
CK_00007619,PF00892
CK_00007630,PF00067
CK_00007631,PF01494
CK_00007632,PF17645
CK_00007633,PF03972|PF19305
CK_00007634,PF07690
CK_00007649,PF09852
CK_00007669,PF00353
CK_00007703,PF00903
CK_00007708,PF00353
CK_00007715,PF12965|PF13481
CK_00007719,PF20589
CK_00007730,PF10544
CK_00007731,PF13391
CK_00007734,PF00476|PF08706
CK_00007751,PF00468
CK_00007890,PF00271|PF04851|PF13020
CK_00007923,PF05973
CK_00007993,PF00223
CK_00007994,PF00502
CK_00007995,PF00081|PF02777
CK_00007996,PF00502
CK_00007997,PF00873
CK_00007999,PF00502
CK_00008000,PF00140|PF04539|PF04542|PF04545
CK_00008001,PF00502
CK_00008002,PF00502
CK_00008004,PF00502
CK_00008005,PF00502
CK_00008006,PF00502
CK_00008007,PF00502
CK_00008008,PF00502
CK_00008009,PF07517
CK_00008011,PF01699
CK_00008012,PF00427
CK_00008013,PF00072|PF00486
CK_00008014,PF00072|PF00486
CK_00008015,PF00072|PF00486
CK_00008016,PF00427
CK_00008017,PF00072|PF00486
CK_00008018,PF13409|PF13410
CK_00008019,PF00072|PF00486
CK_00008020,PF00427
CK_00008021,PF00924|PF21082
CK_00008022,PF00427|PF01383
CK_00008023,PF00427
CK_00008024,PF00578
CK_00008025,PF00005|PF00664
CK_00008026,PF00950
CK_00008028,PF00085
CK_00008029,PF02687
CK_00008030,PF00072|PF00486
CK_00008031,PF00427
CK_00008032,PF00427
CK_00008034,PF00004|PF02861|PF07724|PF10431|PF17871
CK_00008035,PF00004|PF02861|PF07724|PF10431|PF17871
CK_00008036,PF00574
CK_00008037,PF00574
CK_00008038,PF00574
CK_00008040,PF00005|PF00664
CK_00008041,PF00005|PF00664
CK_00008042,PF00005|PF00664
CK_00008043,PF00005|PF00027|PF00664
CK_00008044,PF00005|PF00664
CK_00008045,PF00916|PF01740
CK_00008046,PF04055
CK_00008047,PF00226|PF01556
CK_00008048,PF00005
CK_00008051,PF00504
CK_00008052,PF00012
CK_00008054,PF00118
CK_00008055,PF13646
CK_00008056,PF00936
CK_00008058,PF00124
CK_00008059,PF00005
CK_00008060,PF00005
CK_00008061,PF00005
CK_00008062,PF00005
CK_00008063,PF00005
CK_00008064,PF00005
CK_00008065,PF00005
CK_00008066,PF00005
CK_00008067,PF00005
CK_00008068,PF00005|PF08402
CK_00008069,PF00005|PF08402
CK_00008072,PF00005
CK_00008073,PF00005|PF12399
CK_00008074,PF00005
CK_00008077,PF00005|PF00664
CK_00008079,PF00005|PF00027|PF00664
CK_00008083,PF00005
CK_00008084,PF00005
CK_00008085,PF00004|PF01434|PF06480|PF17862
CK_00008086,PF00004|PF01434|PF06480|PF17862
CK_00008087,PF00004|PF01434|PF17862
CK_00008088,PF04966
CK_00008089,PF14250
CK_00008090,PF00361
CK_00008091,PF00361
CK_00008092,PF00044|PF02800
CK_00008093,PF00044|PF02800
CK_00008094,PF13365
CK_00008095,PF13180|PF13365
CK_00008096,PF13180|PF13365
CK_00008097,PF00111
CK_00008098,PF00111
CK_00008099,PF00111
CK_00008100,PF00076
CK_00008103,PF02514
CK_00008104,PF00291
CK_00008105,PF00291
CK_00008106,PF12697
CK_00008107,PF00521|PF03989
CK_00008108,PF01725
CK_00008109,PF00266
CK_00008110,PF03572|PF17820
CK_00008111,PF01169
CK_00008113,PF13231
CK_00008114,PF01050
CK_00008115,PF01641
CK_00008116,PF00487
CK_00008117,PF00487
CK_00008118,PF00115
CK_00008119,PF02016|PF17676
CK_00008121,PF00849
CK_00008122,PF00498|PF00905|PF00912
CK_00008123,PF00270|PF00271
CK_00008125,PF01551
CK_00008129,PF13561
CK_00008130,PF07690
CK_00008156,PF00903
CK_00008169,PF07690
CK_00008170,PF13506
CK_00008172,PF06925
CK_00008185,PF00117|PF00977
CK_00008204,PF13469
CK_00008207,PF01062
CK_00008209,PF21167|PF22778
CK_00008210,PF12833
CK_00008220,PF00144|PF17660
CK_00008265,PF07859
CK_00008269,PF07963
CK_00008282,PF04023
CK_00008333,PF01048
CK_00008348,PF01738
CK_00008374,PF07690
CK_00008421,PF09811
CK_00008428,PF00857
CK_00008429,PF00072|PF00512|PF02518
CK_00008435,PF08241
CK_00008493,PF07045
CK_00008524,PF07238|PF13641
CK_00008525,PF13437
CK_00008533,PF13563
CK_00008537,PF01965
CK_00008542,PF09375
CK_00008543,PF06537
CK_00008544,PF08332
CK_00008552,PF12965
CK_00008566,PF07862
CK_00008574,PF03547
CK_00008659,PF00504
CK_00008689,PF00583
CK_00008701,PF00909
CK_00008702,PF00881|PF22767
CK_00008719,PF00156
CK_00008727,PF00589
CK_00008737,PF00067
CK_00008747,PF09055
CK_00008752,PF02535
CK_00008771,PF03992
CK_00008775,PF00067
CK_00008776,PF21105
CK_00008787,PF00924
CK_00008793,PF06977
CK_00008795,PF04892
CK_00008796,PF04909
CK_00008797,PF12697
CK_00008828,PF12974
CK_00008849,PF00082
CK_00008855,PF00120
CK_00008856,PF00389|PF02826
CK_00009005,PF03109
CK_00009006,PF03109
CK_00009007,PF01041
CK_00009009,PF01645|PF09360
CK_00009016,PF12951
CK_00009018,PF01746
CK_00009019,PF02542
CK_00009020,PF04472
CK_00009021,PF09493
CK_00009032,PF13489
CK_00009039,PF00535
CK_00009056,PF00140|PF04539|PF04542|PF04545
CK_00009057,PF00140|PF04539|PF04542|PF04545
CK_00009058,PF00140|PF04539|PF04542|PF04545
CK_00009059,PF00140|PF04539|PF04542|PF04545
CK_00009060,PF00140|PF04542|PF04545
CK_00009061,PF00140|PF04542|PF04545
CK_00009062,PF00140|PF04539|PF04542|PF04545
CK_00009066,PF00534
CK_00009067,PF03407
CK_00009070,PF00117
CK_00009072,PF00427
CK_00009073,PF00427
CK_00009077,PF00109|PF02801
CK_00009092,PF01380
CK_00009095,PF00421
CK_00009098,PF00128
CK_00009101,PF00355
CK_00009102,PF02852|PF07992
CK_00009103,PF02852|PF07992|PF09335
CK_00009104,PF17784
CK_00009107,PF00512|PF02518
CK_00009109,PF06206
CK_00009110,PF13646
CK_00009111,PF00205|PF02775|PF02776
CK_00009112,PF00205|PF02775|PF02776
CK_00009113,PF00291
CK_00009115,PF00122|PF00702
CK_00009116,PF00122|PF00702
CK_00009117,PF00122|PF00690|PF00702
CK_00009118,PF02492|PF07683
CK_00009119,PF00916|PF01740
CK_00009120,PF00182|PF01471
CK_00009122,PF00072
CK_00009123,PF00072|PF07228
CK_00009124,PF00873
CK_00009125,PF00873
CK_00009126,PF13301
CK_00009129,PF01758
CK_00009132,PF00535|PF05045
CK_00009133,PF09957
CK_00009134,PF00005
CK_00009135,PF09996
CK_00009142,PF07176
CK_00009150,PF01844
CK_00009151,PF17302
CK_00009152,PF05834
CK_00009154,PF01694
CK_00009155,PF13379
CK_00009165,PF00504
CK_00009166,PF00465
CK_00009168,PF05787
CK_00009171,PF03130|PF13646
CK_00009172,PF13646
CK_00011865,PF03852
CK_00015534,PF00199|PF06628|PF18011
CK_00017141,PF00005
CK_00020700,PF13646
CK_00023352,PF00528
CK_00025674,PF00365
CK_00031409,PF04392
CK_00032631,PF00005|PF13379
CK_00033056,PF00115
CK_00033109,PF00421
CK_00033152,PF09335
CK_00033153,PF07862
CK_00033154,PF13847
CK_00033155,PF13759
CK_00033156,PF00111
CK_00033157,PF07862
CK_00033158,PF02481
CK_00033160,PF00596|PF00702
CK_00033162,PF13347
CK_00033163,PF00283
CK_00033165,PF10216
CK_00033166,PF00361
CK_00033167,PF00361|PF00662
CK_00033170,PF05116
CK_00033172,PF00534|PF00862
CK_00033174,PF00120
CK_00033176,PF01565
CK_00033177,PF00732|PF05199
CK_00033179,PF00005
CK_00033180,PF02417
CK_00033181,PF02417
CK_00033182,PF00528
CK_00033183,PF05573|PF09084
CK_00033184,PF00528
CK_00033185,PF00005|PF13379
CK_00033186,PF00005
CK_00033187,PF13545
CK_00033188,PF16258
CK_00033189,PF00210
CK_00033190,PF00471
CK_00033193,PF02514|PF11965
CK_00033194,PF01035
CK_00033195,PF13091
CK_00033197,PF03471
CK_00033208,PF00535|PF13469
CK_00033228,PF00271|PF04851|PF11907
CK_00033230,PF00534
CK_00033246,PF13508
CK_00033259,PF14279
CK_00033266,PF09907
CK_00033269,PF01381
CK_00033294,PF13365
CK_00033305,PF01019
CK_00033328,PF07724|PF10431
CK_00033383,PF02934
CK_00033387,PF04014
CK_00033413,PF12728
CK_00033420,PF00665|PF13683
CK_00033421,PF05598
CK_00033438,PF08665
CK_00033440,PF08747
CK_00033447,PF08849
CK_00033477,PF02719
CK_00033492,PF01609|PF05598
CK_00033504,PF03781
CK_00033583,PF11189
CK_00033585,PF13480
CK_00033611,PF13649
CK_00033626,PF08206
CK_00033660,PF13279
CK_00033666,PF05534
CK_00033672,PF11061
CK_00033673,PF13632
CK_00033680,PF07883
CK_00033691,PF03567
CK_00033713,PF22014
CK_00033726,PF07862
CK_00033751,PF02384|PF12161
CK_00033768,PF08401|PF18818
CK_00033769,PF21810
CK_00033771,PF13524
CK_00033783,PF04098
CK_00033794,PF13683
CK_00033816,PF04023
CK_00033832,PF06742
CK_00033856,PF14213
CK_00033860,PF21331
CK_00033913,PF13469
CK_00033918,PF07864
CK_00033963,PF21813
CK_00034004,PF03747
CK_00034017,PF01262|PF05222
CK_00034030,PF13148
CK_00034045,PF10929
CK_00034076,PF19116
CK_00034079,PF12849
CK_00034106,PF03767
CK_00034107,PF13127
CK_00034135,PF02542
CK_00034160,PF05721
CK_00034171,PF07862
CK_00034174,PF00583
CK_00034207,PF00852|PF18025
CK_00034210,PF07963
CK_00034216,PF08139
CK_00034225,PF07478
CK_00034226,PF07282
CK_00034227,PF05367
CK_00034287,PF13378
CK_00034298,PF05050
CK_00034303,PF00565
CK_00034310,PF05118
CK_00034314,PF02775|PF02776
CK_00034318,PF00353|PF14252
CK_00034319,PF01668
CK_00034324,PF00106
CK_00034354,PF00916
CK_00034370,PF02321
CK_00034403,PF21983
CK_00034413,PF13181|PF13432
CK_00034476,PF13692
CK_00034478,PF00535
CK_00034484,PF13692
CK_00034489,PF00072|PF01339
CK_00034492,PF16363
CK_00034493,PF01584
CK_00034494,PF00015
CK_00034539,PF00072|PF01584|PF01627|PF02518|PF02895
CK_00034548,PF13489
CK_00034554,PF01041
CK_00034586,PF00685
CK_00034592,PF00027
CK_00034613,PF00504
CK_00034617,PF07862
CK_00034625,PF12838
CK_00034637,PF05065
CK_00034701,PF01169
CK_00034717,PF13181|PF13365
CK_00034729,PF13148
CK_00034738,PF04389
CK_00034742,PF03022
CK_00034750,PF13475
CK_00034755,PF00795
CK_00034756,PF07726|PF17863
CK_00034767,PF00535
CK_00034771,PF05050
CK_00034774,PF00440|PF17918
CK_00034775,PF12594
CK_00034781,PF05065
CK_00034822,PF11302
CK_00034832,PF05704
CK_00034844,PF00520
CK_00034854,PF00561
CK_00034856,PF00550
CK_00034857,PF01663|PF13432
CK_00034861,PF08659
CK_00034862,PF05065
CK_00034872,PF13481
CK_00034882,PF04966
CK_00034884,PF04188
CK_00034891,PF00535
CK_00034894,PF07864
CK_00034897,PF07878
CK_00034941,PF05433
CK_00034943,PF07963
CK_00034952,PF01289
CK_00034978,PF00353
CK_00034982,PF19866
CK_00034984,PF00128|PF02922|PF21156
CK_00034990,PF08645
CK_00034997,PF03567
CK_00035008,PF10544
CK_00035012,PF12770
CK_00035013,PF13487
CK_00035014,PF11302
CK_00035024,PF02632
CK_00035034,PF09485
CK_00035036,PF09481
CK_00035038,PF09704
CK_00035040,PF09344
CK_00035042,PF18019|PF18395|PF22590
CK_00035046,PF00476
CK_00035050,PF08798
CK_00035051,PF05272
CK_00035052,PF05368
CK_00035081,PF13460
CK_00035125,PF09588
CK_00035166,PF07963
CK_00035189,PF07862
CK_00035222,PF19474
CK_00035234,PF13355
CK_00035235,PF00226
CK_00035244,PF07859
CK_00035249,PF00697
CK_00035257,PF01734
CK_00035265,PF03616
CK_00035266,PF00892
CK_00035267,PF09932
CK_00035272,PF15937
CK_00035283,PF20248
CK_00035288,PF01850
CK_00035290,PF18818
CK_00035292,PF08401
CK_00035300,PF00089
CK_00035311,PF01850
CK_00035316,PF04055
CK_00035322,PF13175
CK_00035323,PF09012
CK_00035360,PF07864
CK_00035395,PF13391
CK_00035414,PF13477|PF13692
CK_00035417,PF00977
CK_00035420,PF00977
CK_00035423,PF03033|PF06722
CK_00035426,PF00132|PF14602
CK_00035443,PF02698
CK_00035445,PF03567
CK_00035455,PF13127
CK_00035457,PF00515|PF13432
CK_00035458,PF00082
CK_00035460,PF16576
CK_00035474,PF04577
CK_00035477,PF04255
CK_00035514,PF04471|PF14338
CK_00035519,PF18885
CK_00035524,PF00353|PF02872
CK_00035525,PF01850
CK_00035526,PF01850
CK_00035527,PF02604
CK_00035528,PF22513
CK_00035532,PF01370
CK_00035537,PF08241
CK_00035542,PF07704
CK_00035549,PF13450
CK_00035606,PF00126
CK_00035628,PF01988
CK_00035650,PF12518
CK_00035701,PF04193
CK_00035745,PF02985|PF13646
CK_00035789,PF01656
CK_00035830,PF00230
CK_00035831,PF03160|PF13517
CK_00035837,PF03601
CK_00035891,PF06750
CK_00035906,PF03330
CK_00035914,PF10712
CK_00035935,PF04024
CK_00035937,PF11302
CK_00035938,PF04294
CK_00035946,PF01227
CK_00035949,PF04138
CK_00035957,PF03747
CK_00035971,PF02775|PF02776
CK_00035972,PF00027
CK_00035985,PF01066
CK_00035986,PF04991
CK_00035992,PF01943|PF14667
CK_00035999,PF00534
CK_00036005,PF06967
