SeqCluster,GO_result
CK_00001818,GO:0016787
CK_00001822,GO:0004066|GO:0006529
CK_00001824,GO:0004784|GO:0006801|GO:0046872
CK_00001827,GO:0004129|GO:0016020
CK_00001828,GO:0016020|GO:0016760|GO:0030244
CK_00001829,GO:0042301
CK_00001833,GO:0009055|GO:0010181
CK_00001837,GO:0015979|GO:0030089
CK_00001840,GO:0005515
CK_00001843,GO:0004784|GO:0016151|GO:0016209
CK_00001845,GO:0003735|GO:0005840|GO:0006412|GO:0019843
CK_00001846,GO:0000256|GO:0050385
CK_00001853,GO:0006801|GO:0046872
CK_00001861,GO:0016020
CK_00001866,GO:0016491
CK_00001867,GO:0009055|GO:0051536|GO:0051537
CK_00001873,GO:0015501|GO:0015813|GO:0016020
CK_00001875,GO:0006629
CK_00001877,GO:0016788
CK_00001878,GO:0009512|GO:0017004|GO:0045158
CK_00001879,GO:0006302|GO:0016887
CK_00001880,GO:0016787
CK_00001881,GO:0016787
CK_00001886,GO:0003677|GO:0003700|GO:0006355
CK_00001887,GO:0016787
CK_00001889,GO:0008199|GO:0016722
CK_00001890,GO:0016020|GO:0022857|GO:0055085
CK_00001891,GO:0006520|GO:0016597|GO:0016743
CK_00001892,GO:0016787|GO:0016813
CK_00001894,GO:0009063
CK_00001897,GO:0004096|GO:0004601|GO:0006979|GO:0020037
CK_00001900,GO:0004129|GO:0005507|GO:0016020|GO:0022900
CK_00001904,GO:0016491
CK_00001911,GO:0005515
CK_00001918,GO:0071949
CK_00001919,GO:0005524|GO:0016301
CK_00001924,GO:0016020
CK_00001934,GO:0016020|GO:0022857|GO:0055085
CK_00001941,GO:0008757
CK_00001942,GO:0017174
CK_00001943,GO:0016020|GO:0055085
CK_00001944,GO:0022857|GO:0043190|GO:0055085
CK_00001946,GO:0005247|GO:0006821|GO:0016020|GO:0055085
CK_00001958,GO:0043107|GO:0043683
CK_00001959,GO:0009190|GO:0035556
CK_00001961,GO:0005524|GO:0006355|GO:0008134
CK_00001962,GO:0016020
CK_00001966,GO:0016020|GO:0022857|GO:0055085
CK_00001968,GO:0008757
CK_00001971,GO:0015627|GO:0015628
CK_00001975,GO:0006355
CK_00001976,GO:0016020|GO:0055085
CK_00001978,GO:0015109|GO:0015703
CK_00001980,GO:0016740
CK_00001983,GO:0005515
CK_00001992,GO:0009522|GO:0015979
CK_00001993,GO:0016020
CK_00001994,GO:0045151|GO:0047605
CK_00001996,GO:0009523|GO:0015979|GO:0016020|GO:0030145
CK_00001999,GO:0003993|GO:0030288
CK_00002001,GO:0006353
CK_00002002,GO:0016746
CK_00002009,GO:0006355
CK_00002020,GO:0008146|GO:0016020
CK_00002022,GO:0005524
CK_00002023,GO:0006808|GO:0030234
CK_00002028,GO:0000271|GO:0016020
CK_00002030,GO:0000160|GO:0003677|GO:0006355
CK_00002033,GO:0000155|GO:0007165|GO:0016020
CK_00002037,GO:0016020
CK_00002038,GO:0005515
CK_00002044,GO:0016787
CK_00002045,GO:0006355
CK_00002049,GO:0003677|GO:0006355
CK_00002050,GO:0004867
CK_00002052,GO:0015979|GO:0015995|GO:0016491
CK_00002059,GO:0016829
CK_00002061,GO:0009523|GO:0015979|GO:0016020
CK_00002065,GO:0000155|GO:0007165|GO:0016020
CK_00002072,GO:0008270|GO:0016491
CK_00002075,GO:0015297|GO:0098662
CK_00002081,GO:0016301|GO:0016310|GO:0016774
CK_00002084,GO:0006229|GO:0008829
CK_00002090,GO:0004356|GO:0006542
CK_00002092,GO:0006824|GO:0015087|GO:0015095|GO:0015693|GO:0016020|GO:0030001|GO:0046873|GO:0055085
CK_00002098,GO:0003924|GO:0016151|GO:0051604
CK_00002100,GO:0003677|GO:0006355
CK_00002102,GO:0003824|GO:0008782|GO:0008930|GO:0009116|GO:0009164|GO:0019509
CK_00002111,GO:0018193
CK_00002112,GO:0004588
CK_00002117,GO:0006355
CK_00002123,GO:0003700|GO:0006355|GO:0043565
CK_00002124,GO:0003700|GO:0006355|GO:0043565
CK_00002125,GO:0004252|GO:0006465
CK_00002137,GO:0009691|GO:0016787
CK_00002145,GO:0009916
CK_00002153,GO:0016020|GO:0140359
CK_00002158,GO:0000271|GO:0015774
CK_00002163,GO:0003677|GO:0006310|GO:0015074
CK_00002166,GO:0015112|GO:0015706|GO:0016020|GO:0055085
CK_00002175,GO:0004351|GO:0006536|GO:0016830|GO:0019752|GO:0030170
CK_00002189,GO:0007165|GO:0016020
CK_00002203,GO:0000155|GO:0007165
CK_00002206,GO:0009523|GO:0015979|GO:0016020
CK_00002209,GO:0005254
CK_00002212,GO:0015297|GO:0098662
CK_00002221,GO:0003700|GO:0006352|GO:0006355
CK_00002224,GO:0016020|GO:0055085
CK_00002229,GO:0004553|GO:0005975|GO:0030246
CK_00002231,GO:0008643|GO:0015288|GO:0016020
CK_00002234,GO:0016020
CK_00002235,GO:0009055|GO:0016020
CK_00002236,GO:0016757
CK_00002247,GO:0016813|GO:0046872
CK_00002248,GO:0016151|GO:0051604
CK_00002249,GO:0016020|GO:0042626
CK_00002250,GO:0016020|GO:0055085
CK_00002251,GO:0005506|GO:0044237|GO:0051537
CK_00002254,GO:0016747
CK_00002255,GO:0003824|GO:0051536
CK_00002256,GO:0003824
CK_00002266,GO:0009058
CK_00002268,GO:0004553|GO:0006047
CK_00002277,GO:0016747
CK_00002282,GO:0003700|GO:0006355|GO:0043565
CK_00002286,GO:0006729|GO:0008124
CK_00002287,GO:0016787
CK_00002288,GO:0005524|GO:0008654|GO:0016301|GO:0016310
CK_00002300,GO:0015501|GO:0015813|GO:0016020
CK_00002301,GO:0004332|GO:0006096
CK_00002314,GO:0008146
CK_00002324,GO:0006231|GO:0050660|GO:0050797
CK_00002330,GO:0008643|GO:0015288|GO:0016020
CK_00002331,GO:0016491|GO:0051537
CK_00002334,GO:0005515
CK_00002335,GO:0003824|GO:0009058
CK_00002342,GO:0043683
CK_00002343,GO:0005515
CK_00002347,GO:0030288
CK_00002351,GO:0008381|GO:0016020|GO:0034220
CK_00002359,GO:0022857|GO:0055085
CK_00002364,GO:0055085
CK_00002366,GO:0016020
CK_00002374,GO:0004198|GO:0006508
CK_00002375,GO:0005524|GO:0016020|GO:0016887|GO:0055085|GO:0140359
CK_00002380,GO:0008757
CK_00002382,GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
CK_00002384,GO:0009190|GO:0035556
CK_00002387,GO:0004672|GO:0005524|GO:0006468|GO:0009190|GO:0035556
CK_00002422,GO:0018738|GO:0046294
CK_00002426,GO:0016020|GO:0022857|GO:0055085
CK_00002429,GO:0003677|GO:0006310|GO:0015074
CK_00002432,GO:0006355
CK_00002435,GO:0016779
CK_00002437,GO:0000287|GO:0003824|GO:0030976
CK_00002440,GO:0016788
CK_00002442,GO:0016020|GO:0055085
CK_00002447,GO:0000155|GO:0000160|GO:0016020
CK_00002448,GO:0000160|GO:0003677
CK_00002462,GO:0030001|GO:0046872
CK_00002464,GO:0005525|GO:0006826|GO:0015093|GO:0016020
CK_00002470,GO:0006813|GO:0008324
CK_00002497,GO:0016020|GO:0140359
CK_00002499,GO:0006629|GO:0016627
CK_00002505,GO:0004356
CK_00002509,GO:0016491
CK_00002512,GO:0006816|GO:0015369|GO:0016020|GO:0055085
CK_00002529,GO:0008168|GO:0008610
CK_00002541,GO:0016491
CK_00002546,GO:0003677|GO:0003700|GO:0006355
CK_00002548,GO:0030089
CK_00002551,GO:0009523|GO:0015979|GO:0016020|GO:0019684
CK_00002556,GO:0000155|GO:0000160|GO:0004672|GO:0005524|GO:0006109
CK_00002557,GO:0008146
CK_00002596,GO:0009523|GO:0015979|GO:0016020|GO:0030145
CK_00002597,GO:0006355
CK_00002612,GO:0009512
CK_00002628,GO:0008972|GO:0009228
CK_00002650,GO:0016791
CK_00002652,GO:0009058
CK_00002653,GO:0097367|GO:1901135
CK_00002654,GO:0003824|GO:0009058
CK_00002657,GO:0016757
CK_00002658,GO:0008661|GO:0016114
CK_00002670,GO:0031179
CK_00002676,GO:0042586
CK_00002688,GO:0015562|GO:0055085
CK_00002692,GO:0010038|GO:0016756|GO:0046872|GO:0046938
CK_00002693,GO:0016020
CK_00002696,GO:0008757
CK_00002699,GO:0005975
CK_00002703,GO:0016491
CK_00002705,GO:0016491|GO:0050660|GO:0071949
CK_00002707,GO:0003700|GO:0006355
CK_00002708,GO:0005509|GO:0007156|GO:0016020
CK_00002709,GO:0004733|GO:0008615|GO:0010181|GO:0016638
CK_00002731,GO:0019867
CK_00002738,GO:0005515|GO:0008146
CK_00002749,GO:0004519|GO:0006401
CK_00002762,GO:0043683
CK_00002763,GO:0016491
CK_00002766,GO:0016779
CK_00002789,GO:0000160|GO:0006355
CK_00002790,GO:0000155|GO:0007165
CK_00002814,GO:0016746
CK_00002823,GO:0016020
CK_00002826,GO:0015109|GO:0015703
CK_00002827,GO:0003824
CK_00002828,GO:0030089
CK_00002829,GO:0006812|GO:0015297|GO:0016020|GO:0055085|GO:1902600
CK_00002833,GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
CK_00002834,GO:0003676|GO:0006304|GO:0008168|GO:0032259
CK_00002835,GO:0003677|GO:0004803|GO:0006313
CK_00002836,GO:0003677|GO:0004803|GO:0006313
CK_00002842,GO:0006355
CK_00002843,GO:0016779
CK_00002844,GO:0006355
CK_00002845,GO:0005247|GO:0006821|GO:0016020|GO:0055085
CK_00002848,GO:0022857|GO:0055085
CK_00002851,GO:0005506|GO:0008610|GO:0016491
CK_00002852,GO:0016020
CK_00002853,GO:0003700|GO:0006355
CK_00002870,GO:0005524|GO:0016887
CK_00002892,GO:0005509|GO:0007156|GO:0016020
CK_00002898,GO:0016747
CK_00002911,GO:0004126|GO:0008270|GO:0009972|GO:0016787
CK_00002916,GO:0005509
CK_00002918,GO:0003678|GO:0005524|GO:0006260
CK_00002925,GO:0016209|GO:0016491|GO:0051920
CK_00002926,GO:0016757
CK_00002930,GO:0003824
CK_00002933,GO:0005507|GO:0016491
CK_00002935,GO:0008276|GO:0009236
CK_00002936,GO:0008199
CK_00002942,GO:0005975|GO:0006072|GO:0016616|GO:0046168|GO:0051287
CK_00002945,GO:0008745|GO:0009253
CK_00002948,GO:0005515
CK_00002966,GO:0016757
CK_00002968,GO:0016757
CK_00002969,GO:0016757
CK_00002970,GO:0016757
CK_00002973,GO:0016301
CK_00002981,GO:0003677|GO:0006355
CK_00003002,GO:0005507|GO:0016491
CK_00003012,GO:0016788
CK_00003046,GO:0003755
CK_00003069,GO:0016811
CK_00003071,GO:0016757
CK_00003081,GO:0016020|GO:0055085
CK_00003098,GO:0005509|GO:0007156|GO:0016020
CK_00003120,GO:0008757
CK_00003123,GO:0000287|GO:0004743|GO:0006096|GO:0030955
CK_00003127,GO:0009058
CK_00003130,GO:0008146|GO:0016020
CK_00003135,GO:0005515
CK_00003136,GO:0005515
CK_00003137,GO:0005509
CK_00003138,GO:0003755
CK_00003141,GO:0016757
CK_00003174,GO:0005509
CK_00003201,GO:0003676|GO:0003677|GO:0003887|GO:0006139|GO:0006260|GO:0008408
CK_00003220,GO:0003677|GO:0005524|GO:0016787
CK_00003253,GO:0005524|GO:0140658
CK_00003254,GO:0003676|GO:0008168|GO:0032259
CK_00003367,GO:0009916
CK_00003374,GO:0004177|GO:0005737|GO:0006508
CK_00003476,GO:0005524|GO:0016301
CK_00003479,GO:0006508|GO:0008236
CK_00003490,GO:0003677|GO:0004519|GO:0009307
CK_00003522,GO:0016491
CK_00003524,GO:0009058|GO:0009243|GO:0047343
CK_00003525,GO:0016757
CK_00003527,GO:0016757
CK_00003540,GO:0008757
CK_00003571,GO:0006694|GO:0016616
CK_00003607,GO:0016020
CK_00003610,GO:0000271|GO:0016020
CK_00003613,GO:0003909|GO:0003910|GO:0005524|GO:0006281|GO:0006310
CK_00003618,GO:0016757
CK_00003620,GO:0016747
CK_00003628,GO:0016747
CK_00003631,GO:0016020|GO:0140359
CK_00003658,GO:0004386
CK_00003663,GO:0005515
CK_00003676,GO:0016747
CK_00003687,GO:0003824|GO:0016491|GO:0016903|GO:0030976
CK_00003688,GO:0006812|GO:0015297|GO:0016020|GO:0055085|GO:1902600
CK_00003691,GO:0016020
CK_00003700,GO:0006520|GO:0016491
CK_00003701,GO:0016020
CK_00003712,GO:0016020
CK_00003719,GO:0008654|GO:0016020|GO:0016780
CK_00003730,GO:0015293|GO:0016020
CK_00003740,GO:0016020
CK_00003795,GO:0005509
CK_00003801,GO:0008168|GO:0032259
CK_00003802,GO:0016491
CK_00003803,GO:0015979
CK_00003824,GO:0022857|GO:0055085
CK_00003842,GO:0016020|GO:0022857|GO:0055085
CK_00003852,GO:0009523|GO:0009539|GO:0015979|GO:0016020
CK_00003870,GO:0004392|GO:0006788
CK_00003877,GO:0016020|GO:0016765
CK_00003880,GO:0016491
CK_00003881,GO:0003885|GO:0016020|GO:0050660|GO:0071949
CK_00003888,GO:0005509|GO:0005615
CK_00003931,GO:0005506
CK_00003965,GO:0008270
CK_00004123,GO:0051537
CK_00004130,GO:0003677|GO:0005524|GO:0016787
CK_00004141,GO:0008767
CK_00004146,GO:0008757
CK_00004151,GO:0003830|GO:0006487|GO:0016020
CK_00004192,GO:0015979|GO:0016020
CK_00004229,GO:0016491
CK_00004230,GO:0050660|GO:0055085|GO:0071949
CK_00004259,GO:0003677|GO:0006310|GO:0015074
CK_00004278,GO:0003824
CK_00004285,GO:0009058
CK_00004322,GO:0005509|GO:0007156|GO:0016020
CK_00004404,GO:0005509
CK_00004454,GO:0022857|GO:0055085
CK_00004525,GO:0016020
CK_00004599,GO:0071949
CK_00004739,GO:0008375|GO:0043708
CK_00004793,GO:0008658|GO:0008800|GO:0017001
CK_00004797,GO:0003824
CK_00004800,GO:0004540|GO:0110001
CK_00004801,GO:0016779
CK_00004802,GO:0006304
CK_00004803,GO:0005524|GO:0140658
CK_00004806,GO:0016491
CK_00004818,GO:0000155|GO:0005515|GO:0007165
CK_00004824,GO:0000155|GO:0005515|GO:0007165
CK_00004825,GO:0003700|GO:0006355|GO:0043565
CK_00004829,GO:0003677
CK_00004830,GO:0016301
CK_00004836,GO:0008643|GO:0015288|GO:0016020
CK_00004837,GO:0016020|GO:0022857|GO:0055085
CK_00004848,GO:0003700|GO:0006355
CK_00004855,GO:0004620|GO:0009395
CK_00004866,GO:0015562|GO:0055085
CK_00004867,GO:0030976
CK_00004875,GO:0006508|GO:0008237|GO:0016805
CK_00004888,GO:0004176|GO:0004252|GO:0006508
CK_00004894,GO:0003677|GO:0004519|GO:0009307
CK_00004895,GO:0005515
CK_00004900,GO:0005524|GO:0016887
CK_00004915,GO:0016757
CK_00004923,GO:0016757
CK_00004935,GO:0003677
CK_00004937,GO:0003700|GO:0006355
CK_00004938,GO:0004499|GO:0050660|GO:0050661
CK_00004946,GO:0016788
CK_00004966,GO:0006355
CK_00004971,GO:0003677
CK_00004973,GO:0016747
CK_00004974,GO:0008757
CK_00004981,GO:0005515
CK_00004989,GO:0003677|GO:0003906|GO:0006281|GO:0008270|GO:0016799
CK_00005014,GO:0005975|GO:2001070
CK_00005018,GO:0016747
CK_00005030,GO:0035438
CK_00005037,GO:0003677
CK_00005042,GO:0003723
CK_00005054,GO:0003729
CK_00005073,GO:0003677|GO:0004803|GO:0006313
CK_00005078,GO:0016020|GO:0055085
CK_00005096,GO:0003677
CK_00005097,GO:0003824|GO:0004109|GO:0005737|GO:0006779|GO:0051536
CK_00005098,GO:0004392|GO:0006788
CK_00005102,GO:0003677
CK_00005111,GO:0016779
CK_00005119,GO:0005506|GO:0044237|GO:0051537
CK_00005129,GO:0008757
CK_00005137,GO:0005515
CK_00005144,GO:0016301
CK_00005145,GO:0006353
CK_00005147,GO:0003677
CK_00005154,GO:0001558|GO:0003700|GO:0097351
CK_00005155,GO:0004540|GO:0110001
CK_00005162,GO:0016747
CK_00005170,GO:0005509
CK_00005172,GO:0008146|GO:0016020
CK_00005176,GO:0046983
CK_00005177,GO:0016020|GO:0016757
CK_00005181,GO:0005509
CK_00005182,GO:0000271|GO:0016020
CK_00005190,GO:0004222|GO:0006508|GO:0008270|GO:0031012
CK_00005213,GO:0003824
CK_00005223,GO:0005975|GO:0016810
CK_00005227,GO:0008080|GO:0046677
CK_00005250,GO:0008146|GO:0016020
CK_00005262,GO:0000413|GO:0003755|GO:0006457
CK_00005263,GO:0009166|GO:0016787
CK_00005268,GO:0016788
CK_00005277,GO:0005509|GO:0007156|GO:0016020
CK_00005282,GO:0003755
CK_00005286,GO:0008146|GO:0016020
CK_00005345,GO:0005576|GO:0016787
CK_00005359,GO:0004222|GO:0006508
CK_00005415,GO:0003677
CK_00005438,GO:0006486|GO:0008375
CK_00005443,GO:0005515
CK_00005444,GO:0016757
CK_00005446,GO:0016757
CK_00005448,GO:0016757
CK_00005449,GO:0016757
CK_00005451,GO:0016757
CK_00005454,GO:0016757
CK_00005457,GO:0004315|GO:0006633
CK_00005502,GO:0090529
CK_00005546,GO:0008914|GO:0030163
CK_00005558,GO:0019867
CK_00005565,GO:0008146|GO:0016020
CK_00005600,GO:0055085
CK_00005601,GO:0022857|GO:0055085
CK_00005619,GO:0016787
CK_00005648,GO:0006744
CK_00005692,GO:0003700|GO:0006355|GO:0043565
CK_00005700,GO:0022857|GO:0055085
CK_00005735,GO:0022857|GO:0055085
CK_00005740,GO:0019867
CK_00005893,GO:0006355
CK_00005910,GO:0016020
CK_00005916,GO:0016491
CK_00005921,GO:0008757
CK_00005935,GO:0016757
CK_00005939,GO:0016020|GO:0022857|GO:0055085
CK_00005944,GO:0000271|GO:0016020
CK_00005950,GO:0016020|GO:0055085
CK_00005997,GO:0051537
CK_00005999,GO:0016020
CK_00006000,GO:0004363|GO:0005524|GO:0006750|GO:0016747|GO:0046872
CK_00006001,GO:0005506|GO:0016702
CK_00006064,GO:0000160
CK_00006065,GO:0000155|GO:0000160|GO:0007165
CK_00006070,GO:0005886|GO:0022857|GO:0055085
CK_00006075,GO:0016020
CK_00006076,GO:0016020|GO:0055085
CK_00006104,GO:0009058
CK_00006115,GO:0051920
CK_00006132,GO:0016817
CK_00006135,GO:0006508|GO:0008236
CK_00006138,GO:0016020|GO:0030001|GO:0046873|GO:0055085
CK_00006139,GO:0005509|GO:0016972
CK_00006144,GO:0005524
CK_00006145,GO:0016853
CK_00006157,GO:0006508|GO:0008233
CK_00006188,GO:0015267|GO:0016020|GO:0055085
CK_00006203,GO:0043190|GO:0055085
CK_00006216,GO:0015293|GO:0016020
CK_00006290,GO:0003677|GO:0006310|GO:0015074
CK_00006293,GO:0003677|GO:0006355
CK_00006361,GO:0006812|GO:0015297|GO:0016020|GO:0055085|GO:1902600
CK_00006364,GO:0005267|GO:0015252
CK_00006408,GO:0008757
CK_00006409,GO:0003824
CK_00006411,GO:0008929|GO:0019242
CK_00006421,GO:0006508|GO:0008236
CK_00006442,GO:0000166
CK_00006453,GO:0016757
CK_00006458,GO:0005509
CK_00006480,GO:0007165|GO:0016020
CK_00006496,GO:0003676|GO:0004519|GO:0008270
CK_00006510,GO:0008146
CK_00006528,GO:0005509
CK_00006564,GO:0003677|GO:0004803|GO:0006313
CK_00006566,GO:0016491
CK_00006573,GO:0006808|GO:0030234
CK_00006575,GO:0010181|GO:0016491
CK_00006585,GO:0009055|GO:0016020
CK_00006595,GO:0003700|GO:0006355|GO:0043565
CK_00006606,GO:0006629
CK_00006610,GO:0003677
CK_00006615,GO:0006629
CK_00006622,GO:0003700|GO:0006352|GO:0006355
CK_00006623,GO:0005886|GO:0016020
CK_00006658,GO:0016757
CK_00006667,GO:0008270|GO:0016491
CK_00006678,GO:0016020|GO:0030001|GO:0046873|GO:0055085
CK_00006688,GO:0003677
CK_00006703,GO:0016779
CK_00006706,GO:0003677
CK_00006712,GO:0009055|GO:0020037
CK_00006726,GO:0000287|GO:0008897
CK_00006728,GO:0016020|GO:0055085
CK_00006742,GO:0016020|GO:0022857|GO:0055085
CK_00006743,GO:0008863|GO:0016491|GO:0030151|GO:0043546|GO:0051539
CK_00006747,GO:0003824|GO:0030151|GO:0030170
CK_00006748,GO:0004359|GO:0006541
CK_00006754,GO:0003700|GO:0006355|GO:0043565
CK_00006766,GO:0003700|GO:0006355|GO:0043565
CK_00006791,GO:0003677
CK_00006801,GO:0046872
CK_00006802,GO:0005737|GO:0016627
CK_00006803,GO:0003824|GO:0005506|GO:0016491|GO:0016903|GO:0022900|GO:0030976
CK_00006805,GO:0003725|GO:0008270|GO:0016743|GO:0046872|GO:0046944
CK_00006806,GO:0016151|GO:0051604
CK_00006807,GO:0008047|GO:0008233
CK_00006808,GO:0008901|GO:0016151
CK_00006809,GO:0051536
CK_00006810,GO:0016491|GO:0051536
CK_00006811,GO:0008137|GO:0010181|GO:0051539
CK_00006812,GO:0016491
CK_00006834,GO:0016740
CK_00006847,GO:0005524|GO:0016787
CK_00006850,GO:0016757
CK_00006866,GO:0015267|GO:0016020|GO:0055085
CK_00006867,GO:0005524|GO:0046034|GO:1902600
CK_00006868,GO:0046961
CK_00006869,GO:0033179|GO:0046961|GO:1902600
CK_00006870,GO:0015078|GO:0033177|GO:1902600
CK_00006873,GO:0005524|GO:0046034|GO:1902600
CK_00006877,GO:0005315|GO:0006817|GO:0016020
CK_00006883,GO:0005839|GO:0051603
CK_00006891,GO:0004540
CK_00006900,GO:0005267|GO:0015252
CK_00006905,GO:0003676|GO:0003677|GO:0008168|GO:0008170|GO:0032259
CK_00006907,GO:0016779
CK_00006909,GO:0003677|GO:0003824|GO:0004519|GO:0005524|GO:0006304|GO:0016787
CK_00006910,GO:0008168|GO:0008171
CK_00006942,GO:0016020
CK_00006952,GO:0005436|GO:0016020|GO:0044341
CK_00006974,GO:0004470|GO:0016616|GO:0051287
CK_00007003,GO:0004540
CK_00007009,GO:0004435|GO:0006629|GO:0007165|GO:0035556
CK_00007018,GO:0006508|GO:0008236
CK_00007020,GO:0016787
CK_00007030,GO:0016746
CK_00007031,GO:0004553|GO:0005975
CK_00007035,GO:0004222|GO:0016020|GO:0071586
CK_00007044,GO:0016020|GO:0022857|GO:0055085
CK_00007045,GO:0016020|GO:0022857|GO:0055085
CK_00007081,GO:0016747
CK_00007089,GO:0009055|GO:0019646|GO:0070069
CK_00007103,GO:0006302|GO:0016887
CK_00007104,GO:0004519|GO:0006259|GO:0008408|GO:0016787
CK_00007110,GO:0016020|GO:0055085
CK_00007112,GO:0006629
CK_00007120,GO:0005524|GO:0016887
CK_00007129,GO:0008374
CK_00007131,GO:0003677|GO:0006355
CK_00007139,GO:0004792
CK_00007143,GO:0016020|GO:0022857|GO:0043190|GO:0055085
CK_00007146,GO:0005524|GO:0006090|GO:0008986|GO:0016301|GO:0016310|GO:0016772
CK_00007177,GO:0003677
CK_00007186,GO:0008757
CK_00007190,GO:0016757
CK_00007199,GO:0006355|GO:0043856
CK_00007210,GO:0016758
CK_00007221,GO:0016787
CK_00007230,GO:0005384|GO:0030026
CK_00007247,GO:0016757
CK_00007248,GO:0016757
CK_00007251,GO:0016757
CK_00007252,GO:0016757
CK_00007262,GO:0003677
CK_00007289,GO:0003824|GO:0005975|GO:0043169
CK_00007293,GO:0004252|GO:0016020
CK_00007295,GO:0005515
CK_00007296,GO:0004672|GO:0005524|GO:0006468
CK_00007319,GO:0071949
CK_00007370,GO:0016020
CK_00007428,GO:0005509
CK_00007479,GO:0030638
CK_00007484,GO:0003677
CK_00007498,GO:0005509
CK_00007499,GO:0005509|GO:0015204|GO:0016020|GO:0071918
CK_00007505,GO:0005230|GO:0006811|GO:0016020
CK_00007519,GO:0008146|GO:0016020
CK_00007527,GO:0000160|GO:0003677|GO:0006355
CK_00007529,GO:0000272|GO:0004553|GO:0005509
CK_00007532,GO:0008146
CK_00007560,GO:0008146|GO:0016020
CK_00007561,GO:0005515|GO:0016747
CK_00007564,GO:0005515
CK_00007566,GO:0005509
CK_00007570,GO:0005515
CK_00007571,GO:0003755
CK_00007572,GO:0016020|GO:0022857|GO:0055085
CK_00007581,GO:0008194
CK_00007587,GO:0022857|GO:0055085
CK_00007588,GO:0008270|GO:0016787
CK_00007619,GO:0016020
CK_00007630,GO:0004497|GO:0005506|GO:0016705|GO:0020037
CK_00007631,GO:0071949
CK_00007634,GO:0022857|GO:0055085
CK_00007669,GO:0005509
CK_00007708,GO:0005509
CK_00007734,GO:0003677|GO:0003887|GO:0006260
CK_00007751,GO:0003735|GO:0005840|GO:0006412
CK_00007890,GO:0003677|GO:0005524|GO:0016787
CK_00007993,GO:0009579|GO:0015979|GO:0016020|GO:0046872
CK_00007994,GO:0015979|GO:0030089
CK_00007995,GO:0004784|GO:0006801|GO:0046872
CK_00007996,GO:0015979|GO:0030089
CK_00007997,GO:0016020|GO:0022857|GO:0055085
CK_00007999,GO:0015979|GO:0030089
CK_00008000,GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
CK_00008001,GO:0015979|GO:0030089
CK_00008002,GO:0015979|GO:0030089
CK_00008004,GO:0015979|GO:0030089
CK_00008005,GO:0015979|GO:0030089
CK_00008006,GO:0015979|GO:0030089
CK_00008007,GO:0015979|GO:0030089
CK_00008008,GO:0015979|GO:0030089
CK_00008009,GO:0005524|GO:0016020|GO:0017038
CK_00008011,GO:0016020|GO:0055085
CK_00008012,GO:0015979|GO:0030089
CK_00008013,GO:0000160|GO:0003677|GO:0006355
CK_00008014,GO:0000160|GO:0003677|GO:0006355
CK_00008015,GO:0000160|GO:0003677|GO:0006355
CK_00008016,GO:0015979|GO:0030089
CK_00008017,GO:0000160|GO:0003677|GO:0006355
CK_00008019,GO:0000160|GO:0003677|GO:0006355
CK_00008020,GO:0015979|GO:0030089
CK_00008021,GO:0016020|GO:0055085
CK_00008022,GO:0015979|GO:0030089
CK_00008023,GO:0015979|GO:0030089
CK_00008024,GO:0016209|GO:0016491
CK_00008025,GO:0005524|GO:0016020|GO:0016887|GO:0055085|GO:0140359
CK_00008026,GO:0005886|GO:0043190|GO:0055085
CK_00008028,GO:0015035
CK_00008029,GO:0016020
CK_00008030,GO:0000160|GO:0003677|GO:0006355
CK_00008031,GO:0015979|GO:0030089
CK_00008032,GO:0015979|GO:0030089
CK_00008034,GO:0005524|GO:0016887
CK_00008035,GO:0005515|GO:0005524|GO:0016887
CK_00008037,GO:0004176|GO:0004252|GO:0006508
CK_00008038,GO:0004176|GO:0004252|GO:0006508
CK_00008040,GO:0005524|GO:0016020|GO:0016887|GO:0055085|GO:0140359
CK_00008041,GO:0005524|GO:0016020|GO:0016887|GO:0055085|GO:0140359
CK_00008042,GO:0005524|GO:0016020|GO:0016887|GO:0055085|GO:0140359
CK_00008043,GO:0005524|GO:0006508|GO:0008233|GO:0016020|GO:0016887|GO:0055085|GO:0140359
CK_00008044,GO:0005524|GO:0016020|GO:0016887|GO:0055085|GO:0140359
CK_00008045,GO:0016020
CK_00008046,GO:0003824|GO:0009107|GO:0016992|GO:0051536|GO:0051539
CK_00008048,GO:0005524|GO:0016887
CK_00008052,GO:0005524|GO:0006457|GO:0051082|GO:0140662
CK_00008054,GO:0005524|GO:0006457|GO:0042026|GO:0140662
CK_00008056,GO:0031469
CK_00008058,GO:0009055|GO:0009772|GO:0019684|GO:0045156
CK_00008059,GO:0005524|GO:0016887
CK_00008060,GO:0005524|GO:0016887
CK_00008061,GO:0005524|GO:0016020|GO:0016887|GO:0031460
CK_00008062,GO:0005524|GO:0015416|GO:0015716|GO:0016020|GO:0016887
CK_00008063,GO:0005524|GO:0016887
CK_00008064,GO:0005524|GO:0016887
CK_00008065,GO:0005524|GO:0016887|GO:0043190|GO:0055085
CK_00008066,GO:0005524|GO:0016887
CK_00008067,GO:0005524|GO:0016887
CK_00008068,GO:0005524|GO:0016887|GO:0022857|GO:0043190|GO:0055085
